SITE_SHORT;PERIOD_ID;COUNT_;WHO_ATC_CODE;CATEGORY;BRICK_NAME;BRICK_NO
min;202001;21;A10BK01;SGLT-2;Outside DK;Outside DK
pro;202001;7976;A10BK01;SGLT-2;Outside DK;Outside DK
min;202001;2;A10BK01;SGLT-2;Randers;411
pro;202001;9;A10BK01;SGLT-2;Randers;411
pro;202001;1;A10BK01;SGLT-2;Ringkøbing;407
min;202001;5;A10BK01;SGLT-2;Ringsted;205
pro;202001;35;A10BK01;SGLT-2;Ringsted;205
min;202001;5;A10BK01;SGLT-2;Roskilde;202
pro;202001;18;A10BK01;SGLT-2;Roskilde;202
min;202001;7;A10BK01;SGLT-2;Silkeborg;405
pro;202001;236;A10BK01;SGLT-2;Silkeborg;405
pro;202001;1;A10BK01;SGLT-2;Slagelse;204
min;202001;1;A10BK01;SGLT-2;Svendborg;301
pro;202001;3;A10BK01;SGLT-2;Svendborg;301
min;202001;1;A10BK01;SGLT-2;Sønderborg;307
pro;202001;1;A10BK01;SGLT-2;Sønderborg;307
pro;202001;1;A10BK01;SGLT-2;Thisted;504
min;202001;20;A10BK01;SGLT-2;Tåstrup;116
pro;202001;16;A10BK01;SGLT-2;Tåstrup;116
pro;202001;1;A10BK01;SGLT-2;Tønder;309
min;202001;2;A10BK01;SGLT-2;Varde;314
pro;202001;5;A10BK01;SGLT-2;Varde;314
min;202001;3;A10BK01;SGLT-2;Vejle;315
pro;202001;69;A10BK01;SGLT-2;Vejle;315
min;202001;13;A10BK01;SGLT-2;Vesterbro/Christianshavn;104
pro;202001;57;A10BK01;SGLT-2;Vesterbro/Christianshavn;104
min;202001;1;A10BK01;SGLT-2;Viborg;410
pro;202001;4;A10BK01;SGLT-2;Viborg;410
pro;202001;6;A10BK01;SGLT-2;Vordingborg;207
pro;202001;2;A10BK01;SGLT-2;Ydre Odense;304
min;202001;29;A10BK01;SGLT-2;Ydre Århus;404
pro;202001;113;A10BK01;SGLT-2;Ydre Århus;404
min;202001;5;A10BK01;SGLT-2;Århus City;403
pro;202001;285;A10BK01;SGLT-2;Århus City;403
min;202001;2;A10BK02;SGLT-2;Aabenraa;308
pro;202001;2;A10BK02;SGLT-2;Aabenraa;308
min;202001;5;A10BK02;SGLT-2;Aalborg City;502
pro;202001;5;A10BK02;SGLT-2;Aalborg City;502
min;202001;7;A10BK02;SGLT-2;Amager;102
pro;202001;11;A10BK02;SGLT-2;Amager;102
pro;202001;1;A10BK02;SGLT-2;Assens;303
min;202001;3;A10BK02;SGLT-2;Ballerup;115
pro;202001;4;A10BK02;SGLT-2;Ballerup;115
min;202001;3;A10BK02;SGLT-2;Ebeltoft;412
pro;202001;5;A10BK02;SGLT-2;Ebeltoft;412
min;202001;2;A10BK02;SGLT-2;Esbjerg;313
pro;202001;1;A10BK02;SGLT-2;Esbjerg;313
min;202001;1;A10BK02;SGLT-2;Fjerritslev;505
min;202001;1;A10BK02;SGLT-2;Frederiksberg;105
pro;202001;3;A10BK02;SGLT-2;Frederiksberg;105
pro;202001;1;A10BK02;SGLT-2;Frederikshavn;508
pro;202001;1;A10BK02;SGLT-2;Frederikssund;114
min;202001;1;A10BK02;SGLT-2;Gentofte;109
pro;202001;1;A10BK02;SGLT-2;Gentofte;109
pro;202001;2;A10BK02;SGLT-2;Herning;406
min;202001;1;A10BK02;SGLT-2;Hillerød;111
pro;202001;4;A10BK02;SGLT-2;Hillerød;111
min;202001;2;A10BK02;SGLT-2;Hjørring;507
pro;202001;3;A10BK02;SGLT-2;Hjørring;507
min;202001;2;A10BK02;SGLT-2;Horsens;402
pro;202001;5;A10BK02;SGLT-2;Horsens;402
pro;202001;1;A10BK02;SGLT-2;Hørsholm;112
min;202001;1;A10BK02;SGLT-2;Kalundborg;203
pro;202001;3;A10BK02;SGLT-2;Kalundborg;203
min;202001;2;A10BK02;SGLT-2;Kbh. Ø.;108
pro;202001;4;A10BK02;SGLT-2;Kbh. Ø.;108
min;202001;5;A10BK02;SGLT-2;Kgs. Lyngby;110
pro;202001;8;A10BK02;SGLT-2;Kgs. Lyngby;110
pro;202001;2;A10BK02;SGLT-2;Kolding;312
pro;202001;2;A10BK02;SGLT-2;Køge Bugt;201
pro;202001;1;A10BK02;SGLT-2;Middelfart;306
pro;202001;1;A10BK02;SGLT-2;Nyborg;302
min;202001;3;A10BK02;SGLT-2;Nørrebro/City;103
pro;202001;12;A10BK02;SGLT-2;Nørrebro/City;103
min;202001;1;A10BK02;SGLT-2;Odense City;305
pro;202001;2;A10BK02;SGLT-2;Odense City;305
min;202001;17;A10BK02;SGLT-2;Outside DK;Outside DK
pro;202001;28;A10BK02;SGLT-2;Outside DK;Outside DK
pro;202001;2;A10BK02;SGLT-2;Randers;411
min;202001;1;A10BK02;SGLT-2;Ringsted;205
pro;202001;20;A10BK02;SGLT-2;Ringsted;205
min;202001;1;A10BK02;SGLT-2;Roskilde;202
pro;202001;8;A10BK02;SGLT-2;Roskilde;202
min;202001;1;A10BK02;SGLT-2;Silkeborg;405
pro;202001;15;A10BK02;SGLT-2;Silkeborg;405
min;202001;1;A10BK02;SGLT-2;Skive;409
pro;202001;1;A10BK02;SGLT-2;Slagelse;204
min;202001;1;A10BK02;SGLT-2;Svendborg;301
pro;202001;3;A10BK02;SGLT-2;Svendborg;301
pro;202001;1;A10BK02;SGLT-2;Sønderborg;307
min;202001;1;A10BK02;SGLT-2;Tåstrup;116
pro;202001;11;A10BK02;SGLT-2;Tåstrup;116
pro;202001;3;A10BK02;SGLT-2;Varde;314
min;202001;1;A10BK02;SGLT-2;Vejle;315
pro;202001;21;A10BK02;SGLT-2;Vejle;315
min;202001;4;A10BK02;SGLT-2;Vesterbro/Christianshavn;104
pro;202001;12;A10BK02;SGLT-2;Vesterbro/Christianshavn;104
min;202001;1;A10BK02;SGLT-2;Viborg;410
pro;202001;1;A10BK02;SGLT-2;Vordingborg;207
min;202001;6;A10BK02;SGLT-2;Ydre Århus;404
pro;202001;30;A10BK02;SGLT-2;Ydre Århus;404
min;202001;1;A10BK02;SGLT-2;Århus City;403
pro;202001;45;A10BK02;SGLT-2;Århus City;403
min;202001;1;A10BK03;SGLT-2;Aabenraa;308
pro;202001;6;A10BK03;SGLT-2;Aabenraa;308
min;202001;10;A10BK03;SGLT-2;Aalborg City;502
pro;202001;17;A10BK03;SGLT-2;Aalborg City;502
min;202001;10;A10BK03;SGLT-2;Amager;102
pro;202001;14;A10BK03;SGLT-2;Amager;102
pro;202001;9;A10BK03;SGLT-2;Assens;303
min;202001;3;A10BK03;SGLT-2;Ballerup;115
pro;202001;13;A10BK03;SGLT-2;Ballerup;115
pro;202001;1;A10BK03;SGLT-2;Bornholm;101
min;202001;2;A10BK03;SGLT-2;Ebeltoft;412
pro;202001;5;A10BK03;SGLT-2;Ebeltoft;412
min;202001;1;A10BK03;SGLT-2;Esbjerg;313
pro;202001;3;A10BK03;SGLT-2;Esbjerg;313
pro;202001;1;A10BK03;SGLT-2;Fjerritslev;505
min;202001;4;A10BK03;SGLT-2;Frederiksberg;105
pro;202001;4;A10BK03;SGLT-2;Frederiksberg;105
min;202001;1;A10BK03;SGLT-2;Frederikshavn;508
pro;202001;1;A10BK03;SGLT-2;Frederikshavn;508
pro;202001;1;A10BK03;SGLT-2;Frederikssund;114
min;202001;1;A10BK03;SGLT-2;Gentofte;109
pro;202001;8;A10BK03;SGLT-2;Gentofte;109
min;202001;2;A10BK03;SGLT-2;Glostrup;106
pro;202001;15;A10BK03;SGLT-2;Glostrup;106
min;202001;3;A10BK03;SGLT-2;Haderslev;311
pro;202001;1;A10BK03;SGLT-2;Haderslev;311
min;202001;6;A10BK03;SGLT-2;Hadsund;501
pro;202001;3;A10BK03;SGLT-2;Hadsund;501
min;202001;1;A10BK03;SGLT-2;Hedensted;401
pro;202001;3;A10BK03;SGLT-2;Hedensted;401
pro;202001;2;A10BK03;SGLT-2;Helsingør;113
min;202001;2;A10BK03;SGLT-2;Herning;406
pro;202001;4;A10BK03;SGLT-2;Herning;406
min;202001;2;A10BK03;SGLT-2;Hillerød;111
pro;202001;13;A10BK03;SGLT-2;Hillerød;111
min;202001;1;A10BK03;SGLT-2;Hjørring;507
pro;202001;14;A10BK03;SGLT-2;Hjørring;507
pro;202001;5;A10BK03;SGLT-2;Hobro;503
min;202001;2;A10BK03;SGLT-2;Holstebro;408
pro;202001;6;A10BK03;SGLT-2;Holstebro;408
min;202001;7;A10BK03;SGLT-2;Horsens;402
pro;202001;20;A10BK03;SGLT-2;Horsens;402
pro;202001;4;A10BK03;SGLT-2;Hørsholm;112
min;202001;1;A10BK03;SGLT-2;Kalundborg;203
pro;202001;5;A10BK03;SGLT-2;Kalundborg;203
pro;202001;6;A10BK03;SGLT-2;Kbh. NV;107
min;202001;1;A10BK03;SGLT-2;Kbh. Ø.;108
pro;202001;5;A10BK03;SGLT-2;Kbh. Ø.;108
min;202001;6;A10BK03;SGLT-2;Kgs. Lyngby;110
pro;202001;32;A10BK03;SGLT-2;Kgs. Lyngby;110
min;202001;1;A10BK03;SGLT-2;Kolding;312
pro;202001;10;A10BK03;SGLT-2;Kolding;312
min;202001;3;A10BK03;SGLT-2;Køge Bugt;201
pro;202001;11;A10BK03;SGLT-2;Køge Bugt;201
min;202001;2;A10BK03;SGLT-2;N/A;N/A
pro;202001;1;A10BK03;SGLT-2;N/A;N/A
pro;202001;8;A10BK03;SGLT-2;Nyborg;302
min;202001;1;A10BK03;SGLT-2;Næstved;206
pro;202001;1;A10BK03;SGLT-2;Næstved;206
min;202001;18;A10BK03;SGLT-2;Nørrebro/City;103
pro;202001;45;A10BK03;SGLT-2;Nørrebro/City;103
min;202001;3;A10BK03;SGLT-2;Nørresundby;506
pro;202001;3;A10BK03;SGLT-2;Nørresundby;506
min;202001;10;A10BK03;SGLT-2;Odense City;305
pro;202001;13;A10BK03;SGLT-2;Odense City;305
min;202001;31;A10BK03;SGLT-2;Outside DK;Outside DK
pro;202001;8755;A10BK03;SGLT-2;Outside DK;Outside DK
min;202001;1;A10BK03;SGLT-2;Randers;411
pro;202001;5;A10BK03;SGLT-2;Randers;411
min;202001;2;A10BK03;SGLT-2;Ribe;310
pro;202001;3;A10BK03;SGLT-2;Ribe;310
min;202001;3;A10BK03;SGLT-2;Ringkøbing;407
pro;202001;2;A10BK03;SGLT-2;Ringkøbing;407
min;202001;14;A10BK03;SGLT-2;Ringsted;205
pro;202001;82;A10BK03;SGLT-2;Ringsted;205
min;202001;2;A10BK03;SGLT-2;Roskilde;202
pro;202001;42;A10BK03;SGLT-2;Roskilde;202
min;202001;7;A10BK03;SGLT-2;Silkeborg;405
pro;202001;105;A10BK03;SGLT-2;Silkeborg;405
min;202001;1;A10BK03;SGLT-2;Skive;409
pro;202001;1;A10BK03;SGLT-2;Slagelse;204
min;202001;1;A10BK03;SGLT-2;Svendborg;301
pro;202001;6;A10BK03;SGLT-2;Svendborg;301
min;202001;6;A10BK03;SGLT-2;Sønderborg;307
pro;202001;4;A10BK03;SGLT-2;Sønderborg;307
min;202001;1;A10BK03;SGLT-2;Thisted;504
min;202001;8;A10BK03;SGLT-2;Tåstrup;116
pro;202001;21;A10BK03;SGLT-2;Tåstrup;116
pro;202001;1;A10BK03;SGLT-2;Tønder;309
pro;202001;13;A10BK03;SGLT-2;Varde;314
min;202001;5;A10BK03;SGLT-2;Vejle;315
pro;202001;80;A10BK03;SGLT-2;Vejle;315
min;202001;23;A10BK03;SGLT-2;Vesterbro/Christianshavn;104
pro;202001;61;A10BK03;SGLT-2;Vesterbro/Christianshavn;104
min;202001;3;A10BK03;SGLT-2;Viborg;410
pro;202001;4;A10BK03;SGLT-2;Viborg;410
min;202001;2;A10BK03;SGLT-2;Vordingborg;207
pro;202001;5;A10BK03;SGLT-2;Vordingborg;207
pro;202001;1;A10BK03;SGLT-2;Ydre Odense;304
min;202001;19;A10BK03;SGLT-2;Ydre Århus;404
pro;202001;116;A10BK03;SGLT-2;Ydre Århus;404
min;202001;11;A10BK03;SGLT-2;Århus City;403
pro;202001;401;A10BK03;SGLT-2;Århus City;403
min;202001;1;A10BK04;SGLT-2;Amager;102
pro;202001;1;A10BK04;SGLT-2;Ballerup;115
min;202001;1;A10BK04;SGLT-2;Glostrup;106
pro;202001;1;A10BK04;SGLT-2;Hillerød;111
pro;202001;3;A10BK04;SGLT-2;Horsens;402
pro;202001;1;A10BK04;SGLT-2;Kgs. Lyngby;110
min;202001;1;A10BK04;SGLT-2;Nørrebro/City;103
pro;202001;2;A10BK04;SGLT-2;Nørrebro/City;103
min;202001;5;A10BK04;SGLT-2;Outside DK;Outside DK
pro;202001;9;A10BK04;SGLT-2;Outside DK;Outside DK
pro;202001;3;A10BK04;SGLT-2;Ringsted;205
pro;202001;1;A10BK04;SGLT-2;Roskilde;202
pro;202001;4;A10BK04;SGLT-2;Silkeborg;405
pro;202001;1;A10BK04;SGLT-2;Svendborg;301
pro;202001;1;A10BK04;SGLT-2;Sønderborg;307
pro;202001;1;A10BK04;SGLT-2;Tåstrup;116
pro;202001;1;A10BK04;SGLT-2;Varde;314
min;202001;1;A10BK04;SGLT-2;Vesterbro/Christianshavn;104
pro;202001;3;A10BK04;SGLT-2;Vesterbro/Christianshavn;104
pro;202001;8;A10BK04;SGLT-2;Ydre Århus;404
pro;202001;1;A10BK04;SGLT-2;Århus City;403
min;201912;3;A10AE04;New generation insulin in basal;Aabenraa;308
pro;201912;3;A10AE04;New generation insulin in basal;Aabenraa;308
min;201912;23;A10AE04;New generation insulin in basal;Aalborg City;502
pro;201912;39;A10AE04;New generation insulin in basal;Aalborg City;502
min;201912;11;A10AE04;New generation insulin in basal;Amager;102
pro;201912;21;A10AE04;New generation insulin in basal;Amager;102
min;201912;2;A10AE04;New generation insulin in basal;Assens;303
pro;201912;3;A10AE04;New generation insulin in basal;Assens;303
min;201912;6;A10AE04;New generation insulin in basal;Ballerup;115
pro;201912;16;A10AE04;New generation insulin in basal;Ballerup;115
min;201912;2;A10AE04;New generation insulin in basal;Bornholm;101
pro;201912;3;A10AE04;New generation insulin in basal;Bornholm;101
min;201912;5;A10AE04;New generation insulin in basal;Ebeltoft;412
pro;201912;4;A10AE04;New generation insulin in basal;Ebeltoft;412
min;201912;6;A10AE04;New generation insulin in basal;Esbjerg;313
pro;201912;8;A10AE04;New generation insulin in basal;Esbjerg;313
pro;201912;2;A10AE04;New generation insulin in basal;Fjerritslev;505
min;201912;7;A10AE04;New generation insulin in basal;Frederiksberg;105
pro;201912;9;A10AE04;New generation insulin in basal;Frederiksberg;105
min;201912;1;A10AE04;New generation insulin in basal;Frederikshavn;508
pro;201912;4;A10AE04;New generation insulin in basal;Frederikshavn;508
pro;201912;1;A10AE04;New generation insulin in basal;Frederikssund;114
min;201912;5;A10AE04;New generation insulin in basal;Gentofte;109
pro;201912;9;A10AE04;New generation insulin in basal;Gentofte;109
min;201912;3;A10AE04;New generation insulin in basal;Glostrup;106
pro;201912;10;A10AE04;New generation insulin in basal;Glostrup;106
min;201912;4;A10AE04;New generation insulin in basal;Haderslev;311
pro;201912;11;A10AE04;New generation insulin in basal;Haderslev;311
min;201912;16;A10AE04;New generation insulin in basal;Hadsund;501
pro;201912;11;A10AE04;New generation insulin in basal;Hadsund;501
pro;201912;1;A10AE04;New generation insulin in basal;Hedensted;401
min;201912;1;A10AE04;New generation insulin in basal;Helsingør;113
pro;201912;3;A10AE04;New generation insulin in basal;Helsingør;113
min;201912;1;A10AE04;New generation insulin in basal;Herning;406
pro;201912;7;A10AE04;New generation insulin in basal;Herning;406
min;201912;7;A10AE04;New generation insulin in basal;Hillerød;111
pro;201912;7;A10AE04;New generation insulin in basal;Hillerød;111
min;201912;6;A10AE04;New generation insulin in basal;Hjørring;507
pro;201912;9;A10AE04;New generation insulin in basal;Hjørring;507
pro;201912;5;A10AE04;New generation insulin in basal;Hobro;503
pro;201912;2;A10AE04;New generation insulin in basal;Holstebro;408
min;201912;13;A10AE04;New generation insulin in basal;Horsens;402
pro;201912;17;A10AE04;New generation insulin in basal;Horsens;402
min;201912;4;A10AE04;New generation insulin in basal;Hørsholm;112
pro;201912;3;A10AE04;New generation insulin in basal;Hørsholm;112
min;201912;1;A10AE04;New generation insulin in basal;Kalundborg;203
pro;201912;5;A10AE04;New generation insulin in basal;Kalundborg;203
min;201912;1;A10AE04;New generation insulin in basal;Kbh. Ø.;108
pro;201912;7;A10AE04;New generation insulin in basal;Kbh. Ø.;108
min;201912;2;A10AE04;New generation insulin in basal;Kgs. Lyngby;110
pro;201912;16;A10AE04;New generation insulin in basal;Kgs. Lyngby;110
min;201912;3;A10AE04;New generation insulin in basal;Kolding;312
pro;201912;12;A10AE04;New generation insulin in basal;Kolding;312
min;201912;1;A10AE04;New generation insulin in basal;Køge Bugt;201
pro;201912;5;A10AE04;New generation insulin in basal;Køge Bugt;201
pro;201912;1;A10AE04;New generation insulin in basal;Middelfart;306
min;201912;3;A10AE04;New generation insulin in basal;N/A;N/A
pro;201912;1;A10AE04;New generation insulin in basal;N/A;N/A
min;201912;5;A10AE04;New generation insulin in basal;Nyborg;302
pro;201912;6;A10AE04;New generation insulin in basal;Nyborg;302
min;201912;3;A10AE04;New generation insulin in basal;Næstved;206
pro;201912;3;A10AE04;New generation insulin in basal;Næstved;206
min;201912;2;A10AE04;New generation insulin in basal;Nørrebro/City;103
pro;201912;29;A10AE04;New generation insulin in basal;Nørrebro/City;103
min;201912;4;A10AE04;New generation insulin in basal;Nørresundby;506
pro;201912;2;A10AE04;New generation insulin in basal;Nørresundby;506
min;201912;10;A10AE04;New generation insulin in basal;Odense City;305
pro;201912;17;A10AE04;New generation insulin in basal;Odense City;305
min;201912;38;A10AE04;New generation insulin in basal;Outside DK;Outside DK
pro;201912;63;A10AE04;New generation insulin in basal;Outside DK;Outside DK
pro;201912;3;A10AE04;New generation insulin in basal;Randers;411
min;201912;2;A10AE04;New generation insulin in basal;Ringkøbing;407
pro;201912;5;A10AE04;New generation insulin in basal;Ringkøbing;407
min;201912;18;A10AE04;New generation insulin in basal;Ringsted;205
pro;201912;77;A10AE04;New generation insulin in basal;Ringsted;205
min;201912;10;A10AE04;New generation insulin in basal;Roskilde;202
pro;201912;28;A10AE04;New generation insulin in basal;Roskilde;202
min;201912;15;A10AE04;New generation insulin in basal;Silkeborg;405
pro;201912;38;A10AE04;New generation insulin in basal;Silkeborg;405
min;201912;1;A10AE04;New generation insulin in basal;Skive;409
pro;201912;1;A10AE04;New generation insulin in basal;Skive;409
min;201912;1;A10AE04;New generation insulin in basal;Slagelse;204
pro;201912;1;A10AE04;New generation insulin in basal;Slagelse;204
min;201912;1;A10AE04;New generation insulin in basal;Svendborg;301
pro;201912;3;A10AE04;New generation insulin in basal;Svendborg;301
min;201912;6;A10AE04;New generation insulin in basal;Sønderborg;307
pro;201912;6;A10AE04;New generation insulin in basal;Sønderborg;307
min;201912;4;A10AE04;New generation insulin in basal;Thisted;504
pro;201912;2;A10AE04;New generation insulin in basal;Thisted;504
min;201912;4;A10AE04;New generation insulin in basal;Tåstrup;116
pro;201912;18;A10AE04;New generation insulin in basal;Tåstrup;116
min;201912;2;A10AE04;New generation insulin in basal;Tønder;309
pro;201912;1;A10AE04;New generation insulin in basal;Tønder;309
pro;201912;4;A10AE04;New generation insulin in basal;Varde;314
min;201912;10;A10AE04;New generation insulin in basal;Vejle;315
pro;201912;40;A10AE04;New generation insulin in basal;Vejle;315
min;201912;23;A10AE04;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;201912;42;A10AE04;New generation insulin in basal;Vesterbro/Christianshavn;104
min;201912;3;A10AE04;New generation insulin in basal;Viborg;410
pro;201912;4;A10AE04;New generation insulin in basal;Viborg;410
min;201912;3;A10AE04;New generation insulin in basal;Vordingborg;207
pro;201912;2;A10AE04;New generation insulin in basal;Vordingborg;207
min;201912;1;A10AE04;New generation insulin in basal;Ydre Odense;304
pro;201912;1;A10AE04;New generation insulin in basal;Ydre Odense;304
min;201912;37;A10AE04;New generation insulin in basal;Ydre Århus;404
pro;201912;78;A10AE04;New generation insulin in basal;Ydre Århus;404
min;201912;7;A10AE04;New generation insulin in basal;Århus City;403
pro;201912;145;A10AE04;New generation insulin in basal;Århus City;403
pro;201912;2;A10AE06;New generation insulin in basal;Aabenraa;308
min;201912;9;A10AE06;New generation insulin in basal;Aalborg City;502
pro;201912;63;A10AE06;New generation insulin in basal;Aalborg City;502
min;201912;9;A10AE06;New generation insulin in basal;Amager;102
pro;201912;13;A10AE06;New generation insulin in basal;Amager;102
min;201912;1;A10AE06;New generation insulin in basal;Assens;303
pro;201912;1;A10AE06;New generation insulin in basal;Assens;303
min;201912;7;A10AE06;New generation insulin in basal;Ballerup;115
pro;201912;7;A10AE06;New generation insulin in basal;Ballerup;115
pro;201912;1;A10AE06;New generation insulin in basal;Bornholm;101
pro;201912;3;A10AE06;New generation insulin in basal;Ebeltoft;412
min;201912;1;A10AE06;New generation insulin in basal;Esbjerg;313
pro;201912;5;A10AE06;New generation insulin in basal;Esbjerg;313
min;201912;5;A10AE06;New generation insulin in basal;Frederiksberg;105
pro;201912;6;A10AE06;New generation insulin in basal;Frederiksberg;105
pro;201912;1;A10AE06;New generation insulin in basal;Frederikshavn;508
pro;201912;1;A10AE06;New generation insulin in basal;Frederikssund;114
min;201912;5;A10AE06;New generation insulin in basal;Gentofte;109
pro;201912;12;A10AE06;New generation insulin in basal;Gentofte;109
min;201912;4;A10AE06;New generation insulin in basal;Glostrup;106
pro;201912;8;A10AE06;New generation insulin in basal;Glostrup;106
min;201912;1;A10AE06;New generation insulin in basal;Haderslev;311
pro;201912;1;A10AE06;New generation insulin in basal;Haderslev;311
min;201912;2;A10AE06;New generation insulin in basal;Hadsund;501
pro;201912;7;A10AE06;New generation insulin in basal;Hadsund;501
pro;201912;3;A10AE06;New generation insulin in basal;Helsingør;113
min;201912;3;A10AE06;New generation insulin in basal;Herning;406
pro;201912;9;A10AE06;New generation insulin in basal;Herning;406
min;201912;5;A10AE06;New generation insulin in basal;Hillerød;111
pro;201912;18;A10AE06;New generation insulin in basal;Hillerød;111
min;201912;1;A10AE06;New generation insulin in basal;Hjørring;507
pro;201912;6;A10AE06;New generation insulin in basal;Hjørring;507
min;201912;1;A10AE06;New generation insulin in basal;Holstebro;408
pro;201912;6;A10AE06;New generation insulin in basal;Holstebro;408
min;201912;6;A10AE06;New generation insulin in basal;Horsens;402
pro;201912;6;A10AE06;New generation insulin in basal;Horsens;402
min;201912;1;A10AE06;New generation insulin in basal;Hørsholm;112
pro;201912;3;A10AE06;New generation insulin in basal;Hørsholm;112
min;201912;6;A10AE06;New generation insulin in basal;Kalundborg;203
pro;201912;3;A10AE06;New generation insulin in basal;Kalundborg;203
pro;201912;1;A10AE06;New generation insulin in basal;Kbh. NV;107
pro;201912;1;A10AE06;New generation insulin in basal;Kbh. Ø.;108
min;201912;3;A10AE06;New generation insulin in basal;Kgs. Lyngby;110
pro;201912;10;A10AE06;New generation insulin in basal;Kgs. Lyngby;110
pro;201912;4;A10AE06;New generation insulin in basal;Kolding;312
min;201912;4;A10AE06;New generation insulin in basal;Køge Bugt;201
pro;201912;3;A10AE06;New generation insulin in basal;Køge Bugt;201
pro;201912;1;A10AE06;New generation insulin in basal;Lolland;209
min;201912;1;A10AE06;New generation insulin in basal;N/A;N/A
min;201912;1;A10AE06;New generation insulin in basal;Nyborg;302
pro;201912;3;A10AE06;New generation insulin in basal;Nyborg;302
pro;201912;4;A10AE06;New generation insulin in basal;Næstved;206
min;201912;8;A10AE06;New generation insulin in basal;Nørrebro/City;103
pro;201912;22;A10AE06;New generation insulin in basal;Nørrebro/City;103
pro;201912;1;A10AE06;New generation insulin in basal;Nørresundby;506
min;201912;7;A10AE06;New generation insulin in basal;Odense City;305
pro;201912;21;A10AE06;New generation insulin in basal;Odense City;305
min;201912;28;A10AE06;New generation insulin in basal;Outside DK;Outside DK
pro;201912;52;A10AE06;New generation insulin in basal;Outside DK;Outside DK
pro;201912;2;A10AE06;New generation insulin in basal;Randers;411
min;201912;2;A10AE06;New generation insulin in basal;Ringkøbing;407
pro;201912;2;A10AE06;New generation insulin in basal;Ringkøbing;407
min;201912;17;A10AE06;New generation insulin in basal;Ringsted;205
pro;201912;29;A10AE06;New generation insulin in basal;Ringsted;205
min;201912;6;A10AE06;New generation insulin in basal;Roskilde;202
pro;201912;9;A10AE06;New generation insulin in basal;Roskilde;202
min;201912;9;A10AE06;New generation insulin in basal;Silkeborg;405
pro;201912;31;A10AE06;New generation insulin in basal;Silkeborg;405
pro;201912;3;A10AE06;New generation insulin in basal;Slagelse;204
min;201912;3;A10AE06;New generation insulin in basal;Svendborg;301
pro;201912;6;A10AE06;New generation insulin in basal;Svendborg;301
min;201912;3;A10AE06;New generation insulin in basal;Sønderborg;307
pro;201912;3;A10AE06;New generation insulin in basal;Sønderborg;307
min;201912;1;A10AE06;New generation insulin in basal;Thisted;504
pro;201912;2;A10AE06;New generation insulin in basal;Thisted;504
min;201912;11;A10AE06;New generation insulin in basal;Tåstrup;116
pro;201912;16;A10AE06;New generation insulin in basal;Tåstrup;116
pro;201912;2;A10AE06;New generation insulin in basal;Tønder;309
pro;201912;1;A10AE06;New generation insulin in basal;Varde;314
min;201912;6;A10AE06;New generation insulin in basal;Vejle;315
pro;201912;37;A10AE06;New generation insulin in basal;Vejle;315
min;201912;20;A10AE06;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;201912;34;A10AE06;New generation insulin in basal;Vesterbro/Christianshavn;104
min;201912;1;A10AE06;New generation insulin in basal;Viborg;410
pro;201912;1;A10AE06;New generation insulin in basal;Viborg;410
min;201912;1;A10AE06;New generation insulin in basal;Vordingborg;207
pro;201912;5;A10AE06;New generation insulin in basal;Vordingborg;207
min;201912;4;A10AE06;New generation insulin in basal;Ydre Odense;304
pro;201912;3;A10AE06;New generation insulin in basal;Ydre Odense;304
min;201912;25;A10AE06;New generation insulin in basal;Ydre Århus;404
pro;201912;62;A10AE06;New generation insulin in basal;Ydre Århus;404
min;201912;3;A10AE06;New generation insulin in basal;Århus City;403
pro;201912;176;A10AE06;New generation insulin in basal;Århus City;403
pro;201912;3;A10AE54;New generation insulin in basal;Amager;102
pro;201912;2;A10AE54;New generation insulin in basal;Ballerup;115
pro;201912;1;A10AE54;New generation insulin in basal;Kgs. Lyngby;110
pro;201912;1;A10AE54;New generation insulin in basal;Kolding;312
pro;201912;3;A10AE54;New generation insulin in basal;Nørrebro/City;103
pro;201912;6;A10AE54;New generation insulin in basal;Odense City;305
min;201912;1;A10AE54;New generation insulin in basal;Outside DK;Outside DK
pro;201912;8;A10AE54;New generation insulin in basal;Outside DK;Outside DK
pro;201912;3;A10AE54;New generation insulin in basal;Ringsted;205
pro;201912;1;A10AE54;New generation insulin in basal;Roskilde;202
pro;201912;1;A10AE54;New generation insulin in basal;Silkeborg;405
pro;201912;1;A10AE54;New generation insulin in basal;Sønderborg;307
pro;201912;1;A10AE54;New generation insulin in basal;Tåstrup;116
pro;201912;1;A10AE54;New generation insulin in basal;Vejle;315
min;201912;2;A10AE54;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;201912;3;A10AE54;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;201912;1;A10AE54;New generation insulin in basal;Viborg;410
pro;201912;6;A10AE54;New generation insulin in basal;Ydre Århus;404
pro;201912;6;A10AE54;New generation insulin in basal;Århus City;403
min;201912;3;A10AE56;New generation insulin in basal;Aalborg City;502
pro;201912;2;A10AE56;New generation insulin in basal;Aalborg City;502
min;201912;3;A10AE56;New generation insulin in basal;Amager;102
pro;201912;3;A10AE56;New generation insulin in basal;Amager;102
pro;201912;5;A10AE56;New generation insulin in basal;Ballerup;115
