SITE_SHORT;PERIOD_ID;COUNT_;WHO_ATC_CODE;CATEGORY;BRICK_NAME;BRICK_NO
min;202005;1;A10BD13;DPP-IV;Vesterbro/Christianshavn;104
pro;202005;5;A10BD13;DPP-IV;Vesterbro/Christianshavn;104
min;202005;4;A10BD13;DPP-IV;Ydre Århus;404
pro;202005;14;A10BD13;DPP-IV;Ydre Århus;404
pro;202005;1;A10BD13;DPP-IV;Århus City;403
min;202005;1;A10BD15;SGLT-2;Aalborg City;502
pro;202005;4;A10BD15;SGLT-2;Aalborg City;502
min;202005;3;A10BD15;SGLT-2;Amager;102
pro;202005;2;A10BD15;SGLT-2;Amager;102
pro;202005;1;A10BD15;SGLT-2;Assens;303
pro;202005;1;A10BD15;SGLT-2;Ballerup;115
pro;202005;1;A10BD15;SGLT-2;Frederikssund;114
min;202005;1;A10BD15;SGLT-2;Glostrup;106
pro;202005;3;A10BD15;SGLT-2;Glostrup;106
pro;202005;1;A10BD15;SGLT-2;Hadsund;501
min;202005;1;A10BD15;SGLT-2;Helsingør;113
pro;202005;1;A10BD15;SGLT-2;Herning;406
min;202005;1;A10BD15;SGLT-2;Hillerød;111
pro;202005;2;A10BD15;SGLT-2;Hillerød;111
pro;202005;6;A10BD15;SGLT-2;Hjørring;507
pro;202005;1;A10BD15;SGLT-2;Holstebro;408
pro;202005;1;A10BD15;SGLT-2;Horsens;402
pro;202005;1;A10BD15;SGLT-2;Hørsholm;112
pro;202005;4;A10BD15;SGLT-2;Kbh. NV;107
pro;202005;1;A10BD15;SGLT-2;Kgs. Lyngby;110
min;202005;1;A10BD15;SGLT-2;Køge Bugt;201
pro;202005;1;A10BD15;SGLT-2;Køge Bugt;201
pro;202005;3;A10BD15;SGLT-2;Lolland;209
pro;202005;7;A10BD15;SGLT-2;Middelfart;306
pro;202005;1;A10BD15;SGLT-2;Nyborg;302
pro;202005;1;A10BD15;SGLT-2;Næstved;206
min;202005;1;A10BD15;SGLT-2;Nørrebro/City;103
pro;202005;6;A10BD15;SGLT-2;Nørrebro/City;103
pro;202005;1;A10BD15;SGLT-2;Odense City;305
min;202005;4;A10BD15;SGLT-2;Outside DK;Outside DK
pro;202005;16;A10BD15;SGLT-2;Outside DK;Outside DK
min;202005;3;A10BD15;SGLT-2;Ringsted;205
pro;202005;9;A10BD15;SGLT-2;Ringsted;205
min;202005;1;A10BD15;SGLT-2;Roskilde;202
pro;202005;5;A10BD15;SGLT-2;Roskilde;202
min;202005;2;A10BD15;SGLT-2;Silkeborg;405
pro;202005;7;A10BD15;SGLT-2;Silkeborg;405
min;202005;1;A10BD15;SGLT-2;Sønderborg;307
pro;202005;1;A10BD15;SGLT-2;Sønderborg;307
min;202005;1;A10BD15;SGLT-2;Tåstrup;116
pro;202005;4;A10BD15;SGLT-2;Tåstrup;116
pro;202005;1;A10BD15;SGLT-2;Varde;314
min;202005;1;A10BD15;SGLT-2;Vejle;315
pro;202005;13;A10BD15;SGLT-2;Vejle;315
min;202005;10;A10BD15;SGLT-2;Vesterbro/Christianshavn;104
pro;202005;6;A10BD15;SGLT-2;Vesterbro/Christianshavn;104
min;202005;1;A10BD15;SGLT-2;Viborg;410
pro;202005;1;A10BD15;SGLT-2;Viborg;410
pro;202005;3;A10BD15;SGLT-2;Vordingborg;207
pro;202005;1;A10BD15;SGLT-2;Ydre Odense;304
min;202005;3;A10BD15;SGLT-2;Ydre Århus;404
pro;202005;40;A10BD15;SGLT-2;Ydre Århus;404
min;202005;1;A10BD15;SGLT-2;Århus City;403
pro;202005;3;A10BD15;SGLT-2;Århus City;403
pro;202005;1;A10BD16;SGLT-2;Amager;102
pro;202005;1;A10BD16;SGLT-2;Ballerup;115
pro;202005;1;A10BD16;SGLT-2;Frederiksberg;105
min;202005;2;A10BD16;SGLT-2;Horsens;402
pro;202005;2;A10BD16;SGLT-2;Kbh. NV;107
pro;202005;6;A10BD16;SGLT-2;Nørrebro/City;103
pro;202005;1;A10BD16;SGLT-2;Odense City;305
min;202005;5;A10BD16;SGLT-2;Outside DK;Outside DK
pro;202005;6;A10BD16;SGLT-2;Outside DK;Outside DK
pro;202005;2;A10BD16;SGLT-2;Silkeborg;405
min;202005;1;A10BD16;SGLT-2;Sønderborg;307
pro;202005;1;A10BD16;SGLT-2;Tåstrup;116
pro;202005;5;A10BD16;SGLT-2;Vejle;315
min;202005;3;A10BD16;SGLT-2;Vesterbro/Christianshavn;104
pro;202005;1;A10BD16;SGLT-2;Vesterbro/Christianshavn;104
min;202005;2;A10BD16;SGLT-2;Ydre Århus;404
pro;202005;5;A10BD16;SGLT-2;Ydre Århus;404
pro;202005;1;A10BD19;SGLT-2;Aalborg City;502
min;202005;1;A10BD19;SGLT-2;Amager;102
pro;202005;3;A10BD19;SGLT-2;Amager;102
pro;202005;1;A10BD19;SGLT-2;Ballerup;115
pro;202005;1;A10BD19;SGLT-2;Ebeltoft;412
min;202005;1;A10BD19;SGLT-2;Frederikshavn;508
min;202005;2;A10BD19;SGLT-2;Glostrup;106
pro;202005;2;A10BD19;SGLT-2;Glostrup;106
pro;202005;2;A10BD19;SGLT-2;Hillerød;111
pro;202005;1;A10BD19;SGLT-2;Hjørring;507
pro;202005;1;A10BD19;SGLT-2;Holstebro;408
pro;202005;1;A10BD19;SGLT-2;Horsens;402
pro;202005;1;A10BD19;SGLT-2;Kalundborg;203
pro;202005;1;A10BD19;SGLT-2;Kbh. NV;107
min;202005;1;A10BD19;SGLT-2;Kbh. Ø.;108
min;202005;1;A10BD19;SGLT-2;Kgs. Lyngby;110
pro;202005;3;A10BD19;SGLT-2;Kgs. Lyngby;110
pro;202005;8;A10BD19;SGLT-2;Nørrebro/City;103
pro;202005;2;A10BD19;SGLT-2;Odense City;305
min;202005;5;A10BD19;SGLT-2;Outside DK;Outside DK
pro;202005;5;A10BD19;SGLT-2;Outside DK;Outside DK
pro;202005;1;A10BD19;SGLT-2;Randers;411
min;202005;1;A10BD19;SGLT-2;Ringsted;205
pro;202005;4;A10BD19;SGLT-2;Ringsted;205
pro;202005;1;A10BD19;SGLT-2;Svendborg;301
pro;202005;1;A10BD19;SGLT-2;Tåstrup;116
min;202005;1;A10BD19;SGLT-2;Vejle;315
pro;202005;1;A10BD19;SGLT-2;Vejle;315
min;202005;1;A10BD19;SGLT-2;Vesterbro/Christianshavn;104
pro;202005;16;A10BD19;SGLT-2;Vesterbro/Christianshavn;104
pro;202005;2;A10BD19;SGLT-2;Ydre Odense;304
min;202005;4;A10BD19;SGLT-2;Ydre Århus;404
pro;202005;11;A10BD19;SGLT-2;Ydre Århus;404
pro;202005;1;A10BD20;SGLT-2;Aabenraa;308
min;202005;2;A10BD20;SGLT-2;Aalborg City;502
pro;202005;4;A10BD20;SGLT-2;Aalborg City;502
min;202005;3;A10BD20;SGLT-2;Amager;102
pro;202005;4;A10BD20;SGLT-2;Amager;102
min;202005;2;A10BD20;SGLT-2;Ballerup;115
pro;202005;4;A10BD20;SGLT-2;Ballerup;115
pro;202005;1;A10BD20;SGLT-2;Ebeltoft;412
pro;202005;1;A10BD20;SGLT-2;Fjerritslev;505
min;202005;1;A10BD20;SGLT-2;Frederiksberg;105
pro;202005;1;A10BD20;SGLT-2;Frederikshavn;508
pro;202005;2;A10BD20;SGLT-2;Frederikssund;114
pro;202005;1;A10BD20;SGLT-2;Gentofte;109
pro;202005;2;A10BD20;SGLT-2;Glostrup;106
min;202005;1;A10BD20;SGLT-2;Haderslev;311
pro;202005;1;A10BD20;SGLT-2;Haderslev;311
min;202005;1;A10BD20;SGLT-2;Hadsund;501
pro;202005;1;A10BD20;SGLT-2;Hadsund;501
pro;202005;1;A10BD20;SGLT-2;Helsingør;113
min;202005;1;A10BD20;SGLT-2;Herning;406
min;202005;7;A10BD20;SGLT-2;Hillerød;111
pro;202005;4;A10BD20;SGLT-2;Hillerød;111
pro;202005;4;A10BD20;SGLT-2;Hjørring;507
pro;202005;1;A10BD20;SGLT-2;Holstebro;408
min;202005;1;A10BD20;SGLT-2;Horsens;402
pro;202005;7;A10BD20;SGLT-2;Horsens;402
min;202005;1;A10BD20;SGLT-2;Hørsholm;112
min;202005;1;A10BD20;SGLT-2;Kalundborg;203
pro;202005;1;A10BD20;SGLT-2;Kalundborg;203
min;202005;1;A10BD20;SGLT-2;Kbh. NV;107
min;202005;1;A10BD20;SGLT-2;Kbh. Ø.;108
min;202005;4;A10BD20;SGLT-2;Kgs. Lyngby;110
pro;202005;8;A10BD20;SGLT-2;Kgs. Lyngby;110
pro;202005;3;A10BD20;SGLT-2;Kolding;312
pro;202005;1;A10BD20;SGLT-2;Køge Bugt;201
min;202005;1;A10BD20;SGLT-2;Nyborg;302
pro;202005;5;A10BD20;SGLT-2;Nyborg;302
min;202005;1;A10BD20;SGLT-2;Nørrebro/City;103
pro;202005;4;A10BD20;SGLT-2;Nørrebro/City;103
pro;202005;3;A10BD20;SGLT-2;Odense City;305
min;202005;7;A10BD20;SGLT-2;Outside DK;Outside DK
pro;202005;10;A10BD20;SGLT-2;Outside DK;Outside DK
min;202005;3;A10BD20;SGLT-2;Randers;411
pro;202005;2;A10BD20;SGLT-2;Randers;411
min;202005;1;A10BD20;SGLT-2;Ringkøbing;407
min;202005;1;A10BD20;SGLT-2;Ringsted;205
pro;202005;10;A10BD20;SGLT-2;Ringsted;205
min;202005;1;A10BD20;SGLT-2;Roskilde;202
pro;202005;10;A10BD20;SGLT-2;Roskilde;202
min;202005;1;A10BD20;SGLT-2;Silkeborg;405
pro;202005;7;A10BD20;SGLT-2;Silkeborg;405
pro;202005;1;A10BD20;SGLT-2;Svendborg;301
pro;202005;3;A10BD20;SGLT-2;Sønderborg;307
min;202005;5;A10BD20;SGLT-2;Tåstrup;116
pro;202005;4;A10BD20;SGLT-2;Tåstrup;116
pro;202005;1;A10BD20;SGLT-2;Tønder;309
pro;202005;4;A10BD20;SGLT-2;Varde;314
min;202005;3;A10BD20;SGLT-2;Vejle;315
pro;202005;15;A10BD20;SGLT-2;Vejle;315
min;202005;7;A10BD20;SGLT-2;Vesterbro/Christianshavn;104
pro;202005;8;A10BD20;SGLT-2;Vesterbro/Christianshavn;104
pro;202005;1;A10BD20;SGLT-2;Viborg;410
pro;202005;1;A10BD20;SGLT-2;Vordingborg;207
pro;202005;1;A10BD20;SGLT-2;Ydre Odense;304
min;202005;7;A10BD20;SGLT-2;Ydre Århus;404
pro;202005;50;A10BD20;SGLT-2;Ydre Århus;404
min;202005;1;A10BD20;SGLT-2;Århus City;403
pro;202005;7;A10BD20;SGLT-2;Århus City;403
pro;202005;1;A10BD21;SGLT-2;Amager;102
min;202005;2;A10BD21;SGLT-2;Assens;303
pro;202005;5;A10BD21;SGLT-2;Gentofte;109
pro;202005;2;A10BD21;SGLT-2;Hillerød;111
pro;202005;2;A10BD21;SGLT-2;Nyborg;302
pro;202005;1;A10BD21;SGLT-2;Næstved;206
pro;202005;3;A10BD21;SGLT-2;Nørrebro/City;103
min;202005;3;A10BD21;SGLT-2;Outside DK;Outside DK
pro;202005;4;A10BD21;SGLT-2;Outside DK;Outside DK
min;202005;1;A10BD21;SGLT-2;Ringsted;205
min;202005;2;A10BD21;SGLT-2;Silkeborg;405
pro;202005;1;A10BD21;SGLT-2;Svendborg;301
min;202005;1;A10BD21;SGLT-2;Tåstrup;116
pro;202005;2;A10BD21;SGLT-2;Tåstrup;116
pro;202005;1;A10BD21;SGLT-2;Tønder;309
pro;202005;1;A10BD21;SGLT-2;Vejle;315
pro;202005;1;A10BD21;SGLT-2;Vesterbro/Christianshavn;104
min;202005;1;A10BD21;SGLT-2;Ydre Århus;404
pro;202005;6;A10BD21;SGLT-2;Ydre Århus;404
pro;202005;1;A10BD21;SGLT-2;Århus City;403
pro;202005;1;A10BD23;SGLT-2;Aalborg City;502
pro;202005;1;A10BD23;SGLT-2;Amager;102
min;202005;3;A10BD23;SGLT-2;Ballerup;115
pro;202005;1;A10BD23;SGLT-2;Ballerup;115
min;202005;1;A10BD23;SGLT-2;Esbjerg;313
min;202005;1;A10BD23;SGLT-2;Frederiksberg;105
pro;202005;1;A10BD23;SGLT-2;Hillerød;111
min;202005;1;A10BD23;SGLT-2;Holstebro;408
min;202005;1;A10BD23;SGLT-2;Horsens;402
pro;202005;1;A10BD23;SGLT-2;Kgs. Lyngby;110
min;202005;2;A10BD23;SGLT-2;Nørrebro/City;103
pro;202005;4;A10BD23;SGLT-2;Nørrebro/City;103
min;202005;4;A10BD23;SGLT-2;Odense City;305
min;202005;4;A10BD23;SGLT-2;Outside DK;Outside DK
pro;202005;2;A10BD23;SGLT-2;Outside DK;Outside DK
min;202005;2;A10BD23;SGLT-2;Ringsted;205
pro;202005;2;A10BD23;SGLT-2;Ringsted;205
min;202005;1;A10BD23;SGLT-2;Roskilde;202
pro;202005;1;A10BD23;SGLT-2;Roskilde;202
min;202005;1;A10BD23;SGLT-2;Silkeborg;405
pro;202005;1;A10BD23;SGLT-2;Silkeborg;405
min;202005;1;A10BD23;SGLT-2;Sønderborg;307
min;202005;1;A10BD23;SGLT-2;Tåstrup;116
pro;202005;1;A10BD23;SGLT-2;Tåstrup;116
min;202005;1;A10BD23;SGLT-2;Vejle;315
pro;202005;1;A10BD23;SGLT-2;Vejle;315
min;202005;3;A10BD23;SGLT-2;Vesterbro/Christianshavn;104
pro;202005;2;A10BD23;SGLT-2;Vesterbro/Christianshavn;104
min;202005;3;A10BD23;SGLT-2;Ydre Århus;404
pro;202005;2;A10BD23;SGLT-2;Ydre Århus;404
min;202005;1;A10BD23;SGLT-2;Århus City;403
pro;202005;4;A10BD24;SGLT-2;Amager;102
pro;202005;1;A10BD24;SGLT-2;Gentofte;109
pro;202005;2;A10BD24;SGLT-2;Hillerød;111
pro;202005;1;A10BD24;SGLT-2;Nørrebro/City;103
min;202005;6;A10BD24;SGLT-2;Outside DK;Outside DK
pro;202005;4;A10BD24;SGLT-2;Outside DK;Outside DK
pro;202005;1;A10BD24;SGLT-2;Sønderborg;307
pro;202005;1;A10BD24;SGLT-2;Tåstrup;116
pro;202005;3;A10BD24;SGLT-2;Vesterbro/Christianshavn;104
min;202005;1;A10BD24;SGLT-2;Ydre Århus;404
pro;202005;4;A10BD24;SGLT-2;Ydre Århus;404
pro;202005;3;A10BH01;DPP-IV;Aabenraa;308
min;202005;3;A10BH01;DPP-IV;Aalborg City;502
pro;202005;6;A10BH01;DPP-IV;Aalborg City;502
min;202005;3;A10BH01;DPP-IV;Amager;102
pro;202005;11;A10BH01;DPP-IV;Amager;102
pro;202005;3;A10BH01;DPP-IV;Assens;303
min;202005;1;A10BH01;DPP-IV;Ballerup;115
pro;202005;10;A10BH01;DPP-IV;Ballerup;115
pro;202005;3;A10BH01;DPP-IV;Ebeltoft;412
min;202005;1;A10BH01;DPP-IV;Esbjerg;313
pro;202005;3;A10BH01;DPP-IV;Esbjerg;313
pro;202005;1;A10BH01;DPP-IV;Fjerritslev;505
min;202005;1;A10BH01;DPP-IV;Frederiksberg;105
pro;202005;8;A10BH01;DPP-IV;Frederiksberg;105
min;202005;1;A10BH01;DPP-IV;Frederikshavn;508
pro;202005;2;A10BH01;DPP-IV;Frederikshavn;508
pro;202005;2;A10BH01;DPP-IV;Frederikssund;114
pro;202005;4;A10BH01;DPP-IV;Gentofte;109
min;202005;1;A10BH01;DPP-IV;Glostrup;106
pro;202005;17;A10BH01;DPP-IV;Glostrup;106
pro;202005;3;A10BH01;DPP-IV;Haderslev;311
min;202005;3;A10BH01;DPP-IV;Hadsund;501
pro;202005;7;A10BH01;DPP-IV;Hadsund;501
pro;202005;4;A10BH01;DPP-IV;Hedensted;401
min;202005;2;A10BH01;DPP-IV;Helsingør;113
pro;202005;4;A10BH01;DPP-IV;Helsingør;113
min;202005;3;A10BH01;DPP-IV;Herning;406
pro;202005;4;A10BH01;DPP-IV;Herning;406
min;202005;1;A10BH01;DPP-IV;Hillerød;111
pro;202005;9;A10BH01;DPP-IV;Hillerød;111
min;202005;1;A10BH01;DPP-IV;Hjørring;507
pro;202005;10;A10BH01;DPP-IV;Hjørring;507
pro;202005;2;A10BH01;DPP-IV;Hobro;503
min;202005;1;A10BH01;DPP-IV;Holstebro;408
pro;202005;7;A10BH01;DPP-IV;Holstebro;408
min;202005;5;A10BH01;DPP-IV;Horsens;402
pro;202005;10;A10BH01;DPP-IV;Horsens;402
pro;202005;4;A10BH01;DPP-IV;Hørsholm;112
min;202005;5;A10BH01;DPP-IV;Kalundborg;203
pro;202005;2;A10BH01;DPP-IV;Kalundborg;203
min;202005;1;A10BH01;DPP-IV;Kbh. NV;107
pro;202005;5;A10BH01;DPP-IV;Kbh. NV;107
min;202005;3;A10BH01;DPP-IV;Kbh. Ø.;108
pro;202005;2;A10BH01;DPP-IV;Kbh. Ø.;108
min;202005;2;A10BH01;DPP-IV;Kgs. Lyngby;110
pro;202005;9;A10BH01;DPP-IV;Kgs. Lyngby;110
pro;202005;4;A10BH01;DPP-IV;Kolding;312
min;202005;4;A10BH01;DPP-IV;Køge Bugt;201
pro;202005;6;A10BH01;DPP-IV;Køge Bugt;201
pro;202005;1;A10BH01;DPP-IV;Lolland;209
pro;202005;1;A10BH01;DPP-IV;Middelfart;306
pro;202005;2;A10BH01;DPP-IV;N/A;N/A
pro;202005;7;A10BH01;DPP-IV;Nyborg;302
pro;202005;1;A10BH01;DPP-IV;Næstved;206
min;202005;1;A10BH01;DPP-IV;Nørrebro/City;103
pro;202005;20;A10BH01;DPP-IV;Nørrebro/City;103
pro;202005;1;A10BH01;DPP-IV;Nørresundby;506
min;202005;4;A10BH01;DPP-IV;Odense City;305
pro;202005;14;A10BH01;DPP-IV;Odense City;305
min;202005;12;A10BH01;DPP-IV;Outside DK;Outside DK
pro;202005;35;A10BH01;DPP-IV;Outside DK;Outside DK
min;202005;1;A10BH01;DPP-IV;Randers;411
pro;202005;4;A10BH01;DPP-IV;Randers;411
pro;202005;1;A10BH01;DPP-IV;Ringkøbing;407
min;202005;12;A10BH01;DPP-IV;Ringsted;205
pro;202005;48;A10BH01;DPP-IV;Ringsted;205
min;202005;2;A10BH01;DPP-IV;Roskilde;202
pro;202005;18;A10BH01;DPP-IV;Roskilde;202
min;202005;5;A10BH01;DPP-IV;Silkeborg;405
pro;202005;42;A10BH01;DPP-IV;Silkeborg;405
pro;202005;3;A10BH01;DPP-IV;Skive;409
min;202005;3;A10BH01;DPP-IV;Svendborg;301
pro;202005;4;A10BH01;DPP-IV;Svendborg;301
min;202005;6;A10BH01;DPP-IV;Sønderborg;307
pro;202005;10;A10BH01;DPP-IV;Sønderborg;307
min;202005;1;A10BH01;DPP-IV;Thisted;504
pro;202005;1;A10BH01;DPP-IV;Thisted;504
min;202005;6;A10BH01;DPP-IV;Tåstrup;116
pro;202005;16;A10BH01;DPP-IV;Tåstrup;116
pro;202005;3;A10BH01;DPP-IV;Tønder;309
min;202005;1;A10BH01;DPP-IV;Varde;314
pro;202005;24;A10BH01;DPP-IV;Varde;314
min;202005;4;A10BH01;DPP-IV;Vejle;315
pro;202005;36;A10BH01;DPP-IV;Vejle;315
min;202005;15;A10BH01;DPP-IV;Vesterbro/Christianshavn;104
pro;202005;22;A10BH01;DPP-IV;Vesterbro/Christianshavn;104
pro;202005;1;A10BH01;DPP-IV;Viborg;410
pro;202005;3;A10BH01;DPP-IV;Vordingborg;207
min;202005;1;A10BH01;DPP-IV;Ydre Odense;304
pro;202005;6;A10BH01;DPP-IV;Ydre Odense;304
min;202005;21;A10BH01;DPP-IV;Ydre Århus;404
pro;202005;239;A10BH01;DPP-IV;Ydre Århus;404
pro;202005;13;A10BH01;DPP-IV;Århus City;403
min;202005;2;A10BH02;DPP-IV;Aalborg City;502
pro;202005;4;A10BH02;DPP-IV;Aalborg City;502
min;202005;1;A10BH02;DPP-IV;Amager;102
pro;202005;2;A10BH02;DPP-IV;Amager;102
pro;202005;1;A10BH02;DPP-IV;Assens;303
min;202005;1;A10BH02;DPP-IV;Ballerup;115
pro;202005;3;A10BH02;DPP-IV;Ballerup;115
pro;202005;1;A10BH02;DPP-IV;Frederiksberg;105
pro;202005;1;A10BH02;DPP-IV;Frederikssund;114
pro;202005;1;A10BH02;DPP-IV;Gentofte;109
min;202005;1;A10BH02;DPP-IV;Glostrup;106
pro;202005;3;A10BH02;DPP-IV;Glostrup;106
pro;202005;1;A10BH02;DPP-IV;Haderslev;311
min;202005;1;A10BH02;DPP-IV;Hillerød;111
min;202005;1;A10BH02;DPP-IV;Hjørring;507
pro;202005;4;A10BH02;DPP-IV;Hjørring;507
pro;202005;1;A10BH02;DPP-IV;Holstebro;408
pro;202005;4;A10BH02;DPP-IV;Horsens;402
pro;202005;1;A10BH02;DPP-IV;Hørsholm;112
pro;202005;2;A10BH02;DPP-IV;Kbh. NV;107
pro;202005;1;A10BH02;DPP-IV;Kbh. Ø.;108
pro;202005;4;A10BH02;DPP-IV;Kgs. Lyngby;110
pro;202005;1;A10BH02;DPP-IV;Kolding;312
pro;202005;3;A10BH02;DPP-IV;Køge Bugt;201
pro;202005;2;A10BH02;DPP-IV;Nyborg;302
pro;202005;1;A10BH02;DPP-IV;Næstved;206
pro;202005;2;A10BH02;DPP-IV;Nørrebro/City;103
pro;202005;1;A10BH02;DPP-IV;Nørresundby;506
pro;202005;3;A10BH02;DPP-IV;Odense City;305
min;202005;6;A10BH02;DPP-IV;Outside DK;Outside DK
pro;202005;19;A10BH02;DPP-IV;Outside DK;Outside DK
pro;202005;2;A10BH02;DPP-IV;Randers;411
min;202005;1;A10BH02;DPP-IV;Ringsted;205
pro;202005;17;A10BH02;DPP-IV;Ringsted;205
min;202005;1;A10BH02;DPP-IV;Roskilde;202
pro;202005;1;A10BH02;DPP-IV;Roskilde;202
min;202005;2;A10BH02;DPP-IV;Silkeborg;405
pro;202005;10;A10BH02;DPP-IV;Silkeborg;405
min;202005;1;A10BH02;DPP-IV;Sønderborg;307
pro;202005;3;A10BH02;DPP-IV;Sønderborg;307
min;202005;6;A10BH02;DPP-IV;Tåstrup;116
pro;202005;7;A10BH02;DPP-IV;Tåstrup;116
pro;202005;4;A10BH02;DPP-IV;Varde;314
min;202005;1;A10BH02;DPP-IV;Vejle;315
pro;202005;36;A10BH02;DPP-IV;Vejle;315
min;202005;21;A10BH02;DPP-IV;Vesterbro/Christianshavn;104
pro;202005;26;A10BH02;DPP-IV;Vesterbro/Christianshavn;104
min;202005;3;A10BH02;DPP-IV;Viborg;410
pro;202005;1;A10BH02;DPP-IV;Viborg;410
pro;202005;1;A10BH02;DPP-IV;Vordingborg;207
min;202005;6;A10BH02;DPP-IV;Ydre Århus;404
pro;202005;58;A10BH02;DPP-IV;Ydre Århus;404
min;202005;1;A10BH02;DPP-IV;Århus City;403
pro;202005;6;A10BH02;DPP-IV;Århus City;403
pro;202005;2;A10BH03;DPP-IV;Aalborg City;502
min;202005;2;A10BH03;DPP-IV;Amager;102
pro;202005;3;A10BH03;DPP-IV;Amager;102
min;202005;1;A10BH03;DPP-IV;Ballerup;115
pro;202005;1;A10BH03;DPP-IV;Ballerup;115
pro;202005;1;A10BH03;DPP-IV;Frederiksberg;105
pro;202005;1;A10BH03;DPP-IV;Glostrup;106
min;202005;3;A10BH03;DPP-IV;Hillerød;111
pro;202005;3;A10BH03;DPP-IV;Hillerød;111
pro;202005;1;A10BH03;DPP-IV;Hjørring;507
pro;202005;1;A10BH03;DPP-IV;Hobro;503
min;202005;2;A10BH03;DPP-IV;Holstebro;408
pro;202005;1;A10BH03;DPP-IV;Holstebro;408
min;202005;1;A10BH03;DPP-IV;Horsens;402
pro;202005;1;A10BH03;DPP-IV;Horsens;402
pro;202005;1;A10BH03;DPP-IV;Kalundborg;203
pro;202005;3;A10BH03;DPP-IV;Kgs. Lyngby;110
pro;202005;1;A10BH03;DPP-IV;Køge Bugt;201
pro;202005;1;A10BH03;DPP-IV;Lolland;209
pro;202005;1;A10BH03;DPP-IV;Nørrebro/City;103
pro;202005;1;A10BH03;DPP-IV;Odense City;305
min;202005;17;A10BH03;DPP-IV;Outside DK;Outside DK
pro;202005;8;A10BH03;DPP-IV;Outside DK;Outside DK
pro;202005;1;A10BH03;DPP-IV;Randers;411
min;202005;1;A10BH03;DPP-IV;Ringsted;205
pro;202005;4;A10BH03;DPP-IV;Ringsted;205
min;202005;1;A10BH03;DPP-IV;Roskilde;202
pro;202005;1;A10BH03;DPP-IV;Roskilde;202
pro;202005;4;A10BH03;DPP-IV;Silkeborg;405
pro;202005;1;A10BH03;DPP-IV;Sønderborg;307
pro;202005;3;A10BH03;DPP-IV;Tåstrup;116
pro;202005;1;A10BH03;DPP-IV;Varde;314
pro;202005;3;A10BH03;DPP-IV;Vejle;315
min;202005;3;A10BH03;DPP-IV;Vesterbro/Christianshavn;104
pro;202005;4;A10BH03;DPP-IV;Vesterbro/Christianshavn;104
min;202005;3;A10BH03;DPP-IV;Viborg;410
min;202005;1;A10BH03;DPP-IV;Ydre Århus;404
pro;202005;17;A10BH03;DPP-IV;Ydre Århus;404
min;202005;1;A10BH03;DPP-IV;Århus City;403
pro;202005;1;A10BH03;DPP-IV;Århus City;403
pro;202005;2;A10BH04;DPP-IV;Aabenraa;308
min;202005;1;A10BH04;DPP-IV;Aalborg City;502
pro;202005;1;A10BH04;DPP-IV;Aalborg City;502
min;202005;1;A10BH04;DPP-IV;Amager;102
pro;202005;2;A10BH04;DPP-IV;Amager;102
pro;202005;7;A10BH04;DPP-IV;Ballerup;115
pro;202005;1;A10BH04;DPP-IV;Esbjerg;313
min;202005;1;A10BH04;DPP-IV;Glostrup;106
pro;202005;4;A10BH04;DPP-IV;Glostrup;106
pro;202005;3;A10BH04;DPP-IV;Hillerød;111
min;202005;1;A10BH04;DPP-IV;Hjørring;507
pro;202005;3;A10BH04;DPP-IV;Hjørring;507
pro;202005;6;A10BH04;DPP-IV;Horsens;402
pro;202005;1;A10BH04;DPP-IV;Kbh. Ø.;108
pro;202005;5;A10BH04;DPP-IV;Kgs. Lyngby;110
pro;202005;2;A10BH04;DPP-IV;Nyborg;302
min;202005;1;A10BH04;DPP-IV;Nørrebro/City;103
pro;202005;9;A10BH04;DPP-IV;Nørrebro/City;103
pro;202005;4;A10BH04;DPP-IV;Odense City;305
min;202005;3;A10BH04;DPP-IV;Outside DK;Outside DK
pro;202005;6;A10BH04;DPP-IV;Outside DK;Outside DK
min;202005;1;A10BH04;DPP-IV;Ringsted;205
pro;202005;4;A10BH04;DPP-IV;Ringsted;205
pro;202005;4;A10BH04;DPP-IV;Roskilde;202
min;202005;4;A10BH04;DPP-IV;Silkeborg;405
pro;202005;4;A10BH04;DPP-IV;Silkeborg;405
min;202005;1;A10BH04;DPP-IV;Sønderborg;307
pro;202005;1;A10BH04;DPP-IV;Sønderborg;307
min;202005;1;A10BH04;DPP-IV;Tåstrup;116
pro;202005;4;A10BH04;DPP-IV;Tåstrup;116
pro;202005;3;A10BH04;DPP-IV;Vejle;315
min;202005;2;A10BH04;DPP-IV;Vesterbro/Christianshavn;104
pro;202005;8;A10BH04;DPP-IV;Vesterbro/Christianshavn;104
min;202005;2;A10BH04;DPP-IV;Ydre Århus;404
pro;202005;31;A10BH04;DPP-IV;Ydre Århus;404
pro;202005;5;A10BH04;DPP-IV;Århus City;403
pro;202005;2;A10BH05;DPP-IV;Aabenraa;308
min;202005;5;A10BH05;DPP-IV;Aalborg City;502
pro;202005;9;A10BH05;DPP-IV;Aalborg City;502
min;202005;6;A10BH05;DPP-IV;Amager;102
pro;202005;5;A10BH05;DPP-IV;Amager;102
pro;202005;1;A10BH05;DPP-IV;Assens;303
min;202005;4;A10BH05;DPP-IV;Ballerup;115
pro;202005;6;A10BH05;DPP-IV;Ballerup;115
pro;202005;1;A10BH05;DPP-IV;Ebeltoft;412
