YEAR_MONTH,SECTOR_CODE,VOLUME,VALUE,WHO_ATC_CODE,MUNICIPALITY
202102,P,8,7879.68,A10BK03,København
202101,P,42,11865.0,A10AB05,Vesthimmerland
202101,P,2,1504.68,A10BD07,Assens
202102,P,7,5269.74,A10BJ02,København
202102,P,6,4577.72,A10AE56,Rudersdal
202101,P,2,2235.78,A10BK01,Brøndby
202101,P,-1,-981.0,A10BD20,Kolding
202101,P,1,349.42,A10BK03,Guldborgsund
202102,P,10,1701.84,A10AB05,Vordingborg
202102,P,3,2797.42,A10BH05,Assens
202102,P,19,508.94,A10BB12,Sønderborg
202101,P,9,601.96,A10BA02,Gladsaxe
202101,P,5,2880.4,A10AE04,Lolland
202101,P,-1,-287.8,A10BH01,Faxe
202101,P,0,0.0,A10BD07,Ringkøbing-Skjern
202101,P,3,1063.47,A10AB05,Glostrup
202101,P,7,1564.5,A10AE04,Fredensborg
202101,P,2,41.0,A10BB09,København
202101,P,11,4070.0,A10BK01,Herlev
202102,P,6,1374.75,A10BD07,Lyngby-Taarbæk
202102,P,5,4797.7,A10BD08,Holstebro
202102,P,2,640.58,A10BH01,Aarhus
202102,P,7,5355.0,A10BJ06,Kalundborg
202101,P,2,509.32,A10AB05,Thisted
202101,P,1,671.8,A10BD08,Morsø
202102,P,2,690.0,A10BD20,Esbjerg
202102,P,-4,-80.0,A10BB09,Frederiksberg
202101,P,16,5188.0,A10AE04,Roskilde
202102,P,6,2025.72,A10AB05,København
202102,P,1,765.0,A10BJ06,Thisted
202102,P,5,3888.85,A10BD07,Silkeborg
202101,P,12,11584.03,A10BK03,Svendborg
202101,S,2,3482.0,A10BJ02,Guldborgsund
202101,P,0,0.0,A10BD08,Odense
202101,P,72,711.76,A10BA02,Langeland
202101,P,-1,-640.0,A10BJ05,Vejen
202102,P,1,1076.0,A10BD15,Ballerup
202102,P,1,320.29,A10BH01,København
202102,P,3,1475.55,A10BH01,Guldborgsund
202102,P,-3,-2938.68,A10BD08,Frederiksberg
202102,P,32,462.4,A10BA02,Randers
202102,P,1,575.21,A10AE04,Odder
202101,P,124,1212.27,A10BA02,Hillerød
202101,P,5,173.2,A10BB12,Vallensbæk
202101,P,3,2816.36,A10BH01,Aabenraa
202102,P,1,860.93,A10BH03,Middelfart
202102,P,6,9369.28,A10BJ02,Randers
202101,P,2,1901.28,A10BK01,Solrød
202101,P,2,1844.36,A10BD20,Brøndby
202101,P,-1,-465.75,A10AE06,Jammerbugt
202102,P,3,1116.0,A10BH02,Holstebro
202102,P,22,1749.79,A10BB12,Odense
202102,P,8,2143.2,A10AD05,Rødovre
202102,P,-3,-1471.7,A10BH01,Lyngby-Taarbæk
202101,P,21,1416.36,A10BA02,Solrød
202102,P,13,2985.45,A10BD07,Furesø
202101,P,23,10078.89,A10AE06,Brøndby
202101,P,6,10446.0,A10BJ02,Sønderborg
202101,P,1,780.0,A10BD07,Stevns
202101,P,25,1041.25,A10BA02,Other
202101,P,1,339.7,A10BK02,Nyborg
202102,P,50,51543.3,A10BK03,Albertslund
202101,P,27,7627.5,A10AB05,Frederikshavn
202101,P,2,1560.0,A10BD07,Lolland
202102,P,9,7020.0,A10BD07,Favrskov
202102,P,1,333.85,A10AB04,Brøndby
202102,P,3,1026.0,A10BK01,Guldborgsund
202101,P,30,10312.05,A10BK01,Odsherred
202102,P,13,8513.95,A10BJ06,Norddjurs
202102,P,-1,-343.0,A10BK03,Svendborg
202102,P,3,2307.9,A10BH04,Viborg
202101,P,1,210.0,A10BD08,Egedal
202101,P,2,938.56,A10AE06,Hjørring
202101,P,1,766.0,A10BJ06,Faaborg-Midtfyn
202101,P,3,2582.79,A10BH03,Gentofte
202101,P,110,48080.38,A10AE06,Sønderborg
202101,P,3,340.62,A10AC01,Vejle
202101,P,-1,-1049.4,A10BD20,Hørsholm
202102,P,18,6150.63,A10BK03,Syddjurs
202102,P,2,336.78,A10AB05,Odsherred
202102,P,29,27161.43,A10BH01,Horsens
202102,P,15,9777.0,A10BJ06,Herning
202102,P,1,680.48,A10BH05,Halsnæs
202102,P,1,484.89,A10BH01,Herning
202102,P,8,1413.92,A10AB05,Norddjurs
202101,P,8,6800.0,A10BJ06,Assens
202102,P,2,708.98,A10AB05,Skive
202102,P,22,6160.0,A10AB05,Hedensted
202102,P,3,828.0,A10AC01,Gladsaxe
202102,P,1,2001.66,A10BD24,Sønderborg
202102,P,5,5294.4,A10BD15,Høje-Taastrup
202102,S,8,3634.08,A10AE06,Guldborgsund
202102,P,7,2086.0,A10AE04,Furesø
202102,P,51,52502.98,A10BK03,København
202101,P,1,903.85,A10BD11,Faaborg-Midtfyn
202101,P,8,204.0,A10BA02,Frederiksberg
202102,P,4,4234.73,A10BJ02,Odder
202102,P,16,2827.84,A10AB05,Nyborg
202102,P,1,860.93,A10BH03,Tønder
202101,P,13,3662.1,A10AB05,Odder
202101,P,-1,-692.62,A10BD07,Kerteminde
202101,P,-2,-1385.24,A10BD07,Herning
202102,P,197,173432.37,A10BJ06,København
202102,S,20,3534.8,A10AB05,Odense
202102,P,6,9240.42,A10BJ02,Kolding
202102,P,1,296.16,A10AB05,København
202102,P,0,0.0,A10BD07,Favrskov
202101,P,292,2847.0,A10BA02,Odsherred
202101,P,1,357.0,A10BK01,Vordingborg
202102,P,6,1319.46,A10BD13,Allerød
202102,P,12,4005.3,A10AE04,Hedensted
202102,P,2,3764.04,A10BJ02,Frederikssund
202102,P,49,50587.29,A10BK03,Næstved
202102,P,145,2977.49,A10BA02,Aalborg
202102,P,7,559.19,A10BB12,Odsherred
202101,P,9,6621.2,A10BJ02,Sønderborg
202102,P,1,283.78,A10AB04,København
202102,P,26,8739.79,A10BK03,Brøndby
202102,P,2,1948.0,A10BD20,Faxe
202102,P,6,1794.09,A10BH01,Jammerbugt
202102,P,3,4592.19,A10BJ02,Horsens
202102,P,2,682.79,A10BD08,København
202102,P,-2,-32.14,A10BA02,Brønderslev
202102,P,1,1050.99,A10BK01,Favrskov
202102,P,8,6120.0,A10BJ06,Gribskov
202102,P,2,1530.0,A10BJ06,Hørsholm
202102,P,4,1071.6,A10AD05,København
202102,P,-2,-1635.84,A10BD07,København
202102,P,3,3157.92,A10BK01,Greve
202102,P,15,3444.0,A10BD07,Billund
202102,P,1,298.0,A10AE04,Fanø
202102,P,2,1644.0,A10BJ05,Ishøj
202102,P,2,1530.0,A10BJ06,København
202102,S,8,3777.6,A10AE04,Herlev
202102,P,-1,-817.92,A10BD07,Roskilde
202102,P,24,8233.5,A10BK03,Odense
202102,P,100,43822.62,A10AE06,Kolding
202102,P,-1,-94.0,A10BX02,Dragør
202101,P,6,4680.0,A10BD07,Norddjurs
202102,P,123,38016.81,A10AE04,Aalborg
202102,P,2,1930.78,A10BK01,Allerød
202102,P,6,1764.0,A10AB05,København
202102,P,-2,-2030.81,A10BK03,Kolding
202102,P,-1,-113.54,A10AC01,Middelfart
202102,P,19,266.19,A10BA02,Skanderborg
202102,P,46,35880.0,A10BD07,Aalborg
202102,P,2,463.0,A10BD07,Vallensbæk
202102,P,3,882.0,A10AB05,Rudersdal
202102,P,-7,-2352.0,A10BH01,Helsingør
202102,P,3,2298.0,A10BJ06,Kerteminde
202102,P,8,6880.8,A10AE06,Odense
202102,P,-2,-728.96,A10BK01,Tårnby
202102,P,2,1343.6,A10BD08,Hvidovre
202102,P,2,459.88,A10AB01,København
202102,P,2,1150.42,A10AE04,Halsnæs
202102,P,88,33629.2,A10AE05,Viborg
202102,P,37,17762.22,A10AE04,Jammerbugt
202102,P,8,636.0,A10BB12,Vejen
202102,P,2,2130.9,A10BJ02,Næstved
202102,P,1,370.0,A10BK01,Næstved
202102,P,-3,-1101.0,A10BK01,Solrød
202102,P,2,1867.92,A10BH05,Tårnby
202102,P,1,90.45,A10BX02,Frederikssund
202102,P,-1,-1144.88,A10BD15,Aarhus
202102,P,1,1055.18,A10BK01,Glostrup
202102,P,-1,-1037.0,A10BK03,Gribskov
202102,P,1,965.39,A10BK01,Varde
202102,P,6,5608.0,A10BH01,Ringkøbing-Skjern
202102,P,2,114.0,A10BB09,Albertslund
202102,P,2,3487.42,A10BJ02,Varde
202102,P,2,684.28,A10BD08,Rudersdal
202102,P,14,3374.0,A10AB05,Odsherred
202102,P,22,22745.06,A10BK03,Vallensbæk
202102,P,14,3672.0,A10AD05,Skanderborg
202102,P,3,787.23,A10AB04,Kalundborg
202102,P,-15,-4131.45,A10BD08,Syddjurs
202102,P,8,8411.44,A10BJ02,Tønder
202102,P,-1,-275.43,A10BD08,Lemvig
202102,P,2,459.3,A10BD07,Sorø
202102,P,-5,-1634.25,A10AE04,Aarhus
202102,P,2,938.56,A10AE06,Tårnby
202102,P,19,20084.21,A10BJ02,Næstved
202102,P,7,2481.43,A10AB05,Billund
202102,P,4,1176.28,A10AB05,Slagelse
202102,P,2,510.5,A10AB06,København
202102,P,-1,-382.71,A10AE06,Gentofte
202102,S,2,1034.78,A10BH01,Herlev
202102,P,6,3124.34,A10BH01,Viborg
202102,P,9,5872.55,A10BJ06,Ishøj
202102,P,1,765.0,A10BJ06,Faaborg-Midtfyn
202102,P,4,1357.11,A10BK01,Herning
202102,P,5,155.9,A10BB12,Mariagerfjord
202102,P,-1,-979.56,A10BD08,København
202102,P,5,4755.05,A10BD20,København
202102,P,8,3057.2,A10AE05,København
202102,P,10,9653.9,A10BK01,København
202102,P,7,5278.0,A10BJ02,Middelfart
202102,P,1,132.47,A10AC01,Vejen
202102,S,10,4542.6,A10AE06,Aarhus
202102,P,-5,-5187.0,A10BK03,Kolding
202102,P,1,436.03,A10AE06,Aalborg
202102,P,1,219.91,A10BH04,Horsens
202102,P,1,320.29,A10BH01,Frederikshavn
202102,P,30,13140.12,A10AE06,Albertslund
202102,P,3,688.8,A10BD07,Sorø
202102,P,1,243.0,A10AB05,Tårnby
202102,P,1,341.0,A10BK01,København
202102,P,-1,-938.7,A10BH01,København
202102,P,1,231.5,A10BD07,Hørsholm
202102,P,5,2880.4,A10AE04,Skive
202102,P,4,4257.78,A10BJ02,Allerød
202102,P,37,9629.98,A10AD05,Vejle
202102,P,26,5980.44,A10AB01,Assens
202102,P,8,2099.28,A10AB04,Næstved
202102,P,1,155.0,A10BB01,København
202102,P,-11,-3029.73,A10BD08,Haderslev
202102,P,25,20007.72,A10BJ06,København
202102,P,3,2816.1,A10BH01,Gribskov
202102,P,2,573.0,A10BH01,Assens
202102,P,3,1063.94,A10BK01,Brønderslev
202102,P,6,6245.91,A10BH05,Mariagerfjord
202102,P,4,166.6,A10BA02,Langeland
202102,P,2,682.0,A10BK01,Faaborg-Midtfyn
202102,P,19,5944.1,A10AE04,Silkeborg
202102,P,1,680.48,A10BH05,Herning
202102,P,9,6894.0,A10BJ06,Frederiksberg
202102,P,7,6645.0,A10BJ06,Mariagerfjord
202102,P,3,1562.17,A10BH01,Ikast-Brande
202102,P,24,1405.92,A10BB09,Færøerne
202102,P,5,1708.09,A10BD20,Glostrup
202102,P,-2,-2007.26,A10BK03,Varde
202102,P,3,1026.0,A10BK01,Vejle
202102,P,15,4946.81,A10AE04,Morsø
202102,P,8,3456.0,A10AE06,Hedensted
202102,P,3,3187.84,A10BD15,Frederiksberg
202102,P,0,-64.63,A10BH03,Silkeborg
202102,P,4,1505.96,A10AE04,Holbæk
202102,P,35,13283.43,A10BH02,Esbjerg
202102,P,1,57.0,A10BB09,Hillerød
202102,P,24,336.24,A10BA02,Vejle
202102,P,-1,-666.78,A10AD06,København
202102,P,-1,-135.0,A10AB05,Holbæk
202102,P,34,-264.0,A10BB12,Lolland
202102,P,10,2700.26,A10BD08,Fredericia
202102,P,14,6580.0,A10AE06,Greve
202102,P,3,2990.43,A10BK02,Roskilde
202102,P,5,440.6,A10BX02,København
202102,P,6,5754.0,A10BJ06,Sorø
202102,P,7,94.5,A10BA02,Hørsholm
202102,P,57,16011.9,A10AB05,Solrød
202102,P,-1,-912.24,A10BD20,Gribskov
202102,P,1,66.8,A10BB09,Holstebro
202102,P,11,3096.94,A10AB05,Hørsholm
202102,P,5,3225.0,A10BJ06,Hjørring
202102,P,1,960.0,A10BJ06,Silkeborg
202102,P,5,129.7,A10BB12,Viborg
202102,P,-2,-2050.76,A10BK03,Thisted
202102,P,4,921.15,A10BD07,Vordingborg
202102,P,3,1152.0,A10BH02,Kerteminde
202102,P,9,3071.59,A10BK03,Allerød
202102,P,2,698.84,A10BK03,Kolding
202102,P,6,1851.42,A10AE04,Slagelse
202102,P,4,4212.86,A10BJ02,Lemvig
202102,P,5,4693.0,A10BJ06,Stevns
202102,P,9,2334.24,A10AD05,Kerteminde
202102,P,-3,-2344.77,A10BD07,Frederikssund
202102,P,9,6894.0,A10BJ06,Ballerup
202102,P,-1,-35.0,A10BB12,Sønderborg
202102,P,3,454.14,A10AB05,Hjørring
202102,P,1,966.15,A10BD20,Skanderborg
202102,P,18,289.26,A10BA02,Holstebro
202102,P,1,190.68,A10BB07,Fredericia
202102,P,3,5219.58,A10BJ02,Ikast-Brande
202102,P,4,3062.0,A10BJ06,Randers
202102,P,1,254.66,A10AB05,Brønderslev
202102,P,7,1778.0,A10BD07,Køge
202102,P,33,15437.07,A10AE06,Høje-Taastrup
202102,P,12,7831.3,A10BJ06,Kerteminde
202102,P,8,1920.0,A10AB05,Kolding
202102,P,4,650.8,A10AB05,Langeland
202102,P,1,320.29,A10BH01,Faxe
202102,P,8,8423.36,A10BJ02,Nyborg
202102,P,36,12074.37,A10BK03,Næstved
202102,P,2,958.0,A10AE04,København
202102,P,5,3830.0,A10BJ06,Brøndby
202102,P,2,302.76,A10AB05,Svendborg
202102,P,1,342.0,A10BK01,Skanderborg
202102,P,1,367.0,A10BK01,Haderslev
202102,P,9,6885.0,A10BJ06,Assens
202102,P,43,10727.97,A10AC01,Syddjurs
202102,P,35,5806.15,A10AB05,Solrød
202102,P,1,1040.28,A10BK03,Egedal
202102,P,12,499.8,A10BA02,Rødovre
202102,P,7,1620.5,A10BD07,Frederikssund
202102,P,1,233.21,A10BB09,Færøerne
202102,P,9,2252.62,A10AC01,Bornholm
202102,P,1,29.0,A10BB12,Odsherred
202102,P,5,310.0,A10BX02,Furesø
202102,P,1,25.5,A10BA02,Odsherred
202102,P,-2,-350.0,A10AC01,Aarhus
202102,P,1,1144.89,A10BD15,Haderslev
202102,P,1,765.0,A10BJ06,Sorø
202102,P,4,361.8,A10BX02,Sønderborg
202102,P,15,11700.0,A10BD07,Holstebro
202102,P,56,1144.64,A10BA02,Jammerbugt
202102,P,-3,-195.0,A10BB12,Odense
202102,P,-1,-365.48,A10BK01,København
202102,P,4,3738.43,A10BH05,København
202102,P,2,720.0,A10BK01,Guldborgsund
202102,P,1,765.0,A10BJ06,Thisted
202102,P,36,28080.0,A10BD07,Haderslev
202102,P,1,923.0,A10BD20,Hjørring
202102,P,1,308.83,A10AB05,Halsnæs
202102,P,37,12635.76,A10BK03,Slagelse
202102,P,-1,-373.07,A10BK01,Odense
202102,P,-2,-1343.6,A10BD08,Kalundborg
202102,P,1,539.0,A10BH01,Thisted
202102,P,-1,-345.0,A10BD20,Vesthimmerland
202102,P,7,6913.97,A10BK03,Faaborg-Midtfyn
202102,P,3,3086.52,A10BH05,Varde
202102,P,3,840.0,A10AB05,Langeland
202102,P,17,5559.0,A10AE04,Ikast-Brande
202102,P,42,18302.45,A10AE06,Næstved
202102,P,-1,-171.99,A10AB05,Høje-Taastrup
202102,S,2,479.32,A10AB01,Aarhus
202102,P,36,1499.4,A10BA02,Other
202102,P,-1,-769.3,A10BH04,Herlev
202102,P,2,3493.19,A10BJ02,Allerød
202102,P,8,6105.23,A10AE56,Tårnby
202102,P,21,16380.0,A10BD07,Aabenraa
202102,P,8,2369.28,A10AB05,Aalborg
202102,P,9,7649.46,A10BJ05,Skanderborg
202102,P,-2,-754.0,A10AD05,Ikast-Brande
202102,P,2,1872.38,A10BH01,Glostrup
202102,P,3,926.25,A10BD20,Fredensborg
202102,P,15,360.0,A10BA02,Frederiksberg
202102,P,0,0.0,A10AD05,Assens
202102,P,38,16659.44,A10AE06,Thisted
202102,P,3,2896.17,A10BK01,Køge
202102,P,-1,-254.0,A10BD07,Gentofte
202102,P,8,7471.68,A10BH05,Gladsaxe
202102,P,6,1692.0,A10AB05,Faxe
202102,P,-1,-170.2,A10AB05,Rødovre
202102,P,18,14645.76,A10BJ05,Horsens
202102,P,7,6537.72,A10BH05,Holbæk
202102,P,166,132957.7,A10BJ06,Hjørring
202102,P,4,3060.0,A10BJ06,Randers
202102,P,5,4754.21,A10BK03,Solrød
202102,P,3,3128.16,A10BH05,Jammerbugt
202102,P,1,308.31,A10BD15,Frederiksberg
202102,P,-2,-1346.7,A10BD08,Ringkøbing-Skjern
202102,P,1,50.0,A10AD05,Kerteminde
202102,S,5,2275.0,A10AE06,Aalborg
202102,P,12,166.8,A10BA02,Vejle
202102,P,-4,-2687.2,A10BD08,Vejle
202102,P,13,12141.48,A10BH05,København
202102,P,-1,-357.0,A10BK01,Ikast-Brande
202010,P,4,4076.9,A10BH05,Mariagerfjord
202010,P,8,2080.72,A10AB05,Gladsaxe
202010,P,10,2368.72,A10BD07,Frederiksberg
202009,P,15,2626.65,A10AB05,Skanderborg
202009,P,16,12736.0,A10AE56,Aalborg
202009,P,28,13207.04,A10AE06,Solrød
202009,S,1,346.93,A10BD20,Herlev
202010,P,7,2194.43,A10BK01,Brønderslev
202010,P,3,775.32,A10AB04,Guldborgsund
202010,P,17,6496.55,A10AE05,Varde
202010,P,2,280.0,A10BG03,Lyngby-Taarbæk
202010,P,5,5199.35,A10BK01,Nyborg
202010,P,4,3779.88,A10BK01,Faxe
202010,P,3,826.29,A10BD08,Silkeborg
202010,P,4,2472.44,A10BJ06,Svendborg
202010,P,7,2343.6,A10BK02,Hvidovre
202010,P,1,296.16,A10AB05,Tårnby
202010,P,2,33.4,A10BA02,København
202010,P,4,4042.8,A10BH05,Jammerbugt
202010,P,3,2289.0,A10BJ06,Rudersdal
202010,P,7,2336.39,A10BD20,Svendborg
202010,P,9,4808.55,A10BH01,Lolland
202010,P,6,9365.82,A10BJ02,Odense
202010,P,-1,-1049.4,A10BD20,Helsingør
202010,P,5,1343.37,A10AB05,Vejle
202010,P,11,5162.08,A10AE06,Egedal
202010,P,1,302.35,A10AD05,Frederikshavn
202010,P,1,344.0,A10BK03,Thisted
202009,P,13,13442.0,A10BK03,Rudersdal
202009,P,1,1043.0,A10BD20,Odense
202010,P,6,3732.22,A10BJ06,Fredensborg
202010,P,7,5621.7,A10BD07,Ikast-Brande
202010,P,2,316.1,A10AB05,København
202010,P,1,344.0,A10BD20,Furesø
202010,P,48,16281.6,A10AE04,Aalborg
202010,P,48,528.0,A10BA02,Randers
202010,P,41,42970.09,A10BJ02,Thisted
202010,P,12,9192.0,A10BJ06,Svendborg
202010,P,10,3821.5,A10AE05,Herlev
202010,P,-3,-718.83,A10AD05,Assens
202009,P,1,238.08,A10AC01,Thisted
202010,P,27,25218.6,A10BH05,København
202010,P,1,235.9,A10BD07,Norddjurs
202010,P,36,9544.32,A10AC01,Syddjurs
202010,P,6,4596.0,A10BJ06,Favrskov
202010,P,12,9617.16,A10BD07,Other
202010,P,1,302.35,A10AD05,København
202010,P,25,337.5,A10BA02,Allerød
202010,P,-1,-288.54,A10BD08,Brøndby
202010,P,73,33452.69,A10AE06,Skive
202010,P,-1,-346.97,A10BK03,Dragør
202009,P,2,2258.42,A10BJ02,Thisted
202009,P,16,12256.0,A10BJ06,Roskilde
202009,P,11,10655.0,A10BH01,Viborg
202010,P,-3,-59.4,A10BB12,København
202010,P,4,1339.2,A10BK02,Kalundborg
202010,P,35,25123.84,A10BJ06,Slagelse
202010,P,5,813.6,A10AB05,Langeland
202010,P,13,9006.05,A10BJ06,Herning
202010,P,14,3328.6,A10BD07,Skive
202010,P,18,234.0,A10BA02,Rudersdal
202010,P,-1,-230.71,A10BD07,København
202010,P,7,6902.0,A10BD20,Glostrup
202010,P,32,30040.16,A10BH01,Horsens
202010,P,-1,-361.95,A10BK01,Tårnby
202009,P,11,2458.5,A10AE04,Struer
202009,P,2,3162.3,A10BJ02,Nyborg
202010,P,21,22012.86,A10BJ02,Assens
202010,P,62,1047.8,A10BA02,Aalborg
202010,P,9,2316.69,A10AC01,Svendborg
202010,P,3,980.55,A10AE04,Ringkøbing-Skjern
202010,P,1,238.87,A10BD07,Ikast-Brande
202010,P,3,3005.4,A10BK03,Brønderslev
202010,P,4,6175.44,A10BJ02,Rudersdal
202010,P,1,215.14,A10AE06,Silkeborg
202010,P,19,5044.24,A10AC01,Fredensborg
202009,P,12,12423.72,A10BK01,Hvidovre
202010,P,15,2284.05,A10AB05,København
202010,P,2,2036.22,A10BD15,Svendborg
202010,P,1,1561.84,A10BJ02,Faxe
202010,P,2,2258.42,A10BJ02,København
202010,P,4,1057.8,A10AB05,Assens
202010,P,17,4365.06,A10AD05,Skanderborg
202010,P,5,4888.85,A10BD15,Svendborg
202010,P,7,6598.28,A10BH01,Næstved
202010,P,29,6950.14,A10AB01,Odense
202010,P,-3,-3029.87,A10BD20,Brøndby
202010,P,153,99061.67,A10BJ06,Næstved
202010,P,15,3803.27,A10AD05,Frederiksberg
202010,P,3,81.38,A10BB12,Kerteminde
202010,P,3,1048.26,A10BK03,København
202010,P,1,1049.4,A10BD20,Ikast-Brande
202010,P,0,0.0,A10AD05,Fredericia
202010,P,575,5788.75,A10BA02,Vordingborg
202010,P,-2,-1360.96,A10BH05,Horsens
202010,P,4,946.6,A10BD07,Thisted
202010,P,8,2752.0,A10BD20,Aalborg
202010,P,25,8594.6,A10BK03,Høje-Taastrup
202010,P,3,2364.0,A10BJ06,København
202010,P,3,2463.0,A10BJ06,København
202010,P,4,936.0,A10AD05,Middelfart
202010,P,58,19453.44,A10AE04,Ringkøbing-Skjern
202010,P,0,-126.0,A10BD08,Svendborg
202010,P,2,40.2,A10BA02,Færøerne
202010,P,13,266.5,A10BA02,Hillerød
202010,P,4,1877.12,A10AE06,Favrskov
202010,P,2,479.32,A10AB01,Tønder
202010,P,5,4724.85,A10BK01,Køge
202010,P,5,3815.0,A10BJ06,Horsens
202010,P,1,219.91,A10BD13,Rebild
202010,P,47,10014.0,A10BD08,Høje-Taastrup
202010,P,11,2574.0,A10AD05,Brøndby
202010,P,11,2917.2,A10AC01,Næstved
202010,P,2,68.0,A10BB09,Fredensborg
202010,P,3,1921.5,A10BJ06,Lemvig
202010,P,5,3830.0,A10BJ06,Glostrup
202010,P,3,3129.0,A10BD20,Odder
202010,P,31,2170.0,A10BA02,Slagelse
202010,P,1,864.0,A10BJ05,Hedensted
202010,P,-1,-893.55,A10BD08,Kalundborg
202010,P,12,2726.52,A10BD08,Roskilde
202010,P,2,1475.74,A10BJ01,København
202010,P,4,1417.96,A10AB05,Lyngby-Taarbæk
202010,P,2,708.98,A10AB05,Tårnby
202010,P,-2,-784.18,A10BH02,Lolland
202010,P,1,763.0,A10BJ06,Frederikssund
202010,S,4,6964.0,A10BJ02,Kolding
202010,P,19,4484.0,A10AB01,Esbjerg
202010,P,4,1194.74,A10AE04,Faxe
202010,P,22,23049.83,A10BJ02,Gribskov
202010,P,4,1194.74,A10AE04,Struer
202010,S,3,135.0,A10BB12,Roskilde
202010,P,196,50993.46,A10AB05,Odense
202010,P,-3,-2202.42,A10BD08,Skive
202010,P,1,812.73,A10AE56,Glostrup
202010,P,81,21162.21,A10AB05,Vesthimmerland
202010,P,1,16.7,A10BA02,Aabenraa
202010,P,1,376.49,A10AE04,Kalundborg
202010,S,1,625.15,A10BJ06,Odense
202010,P,2,1422.32,A10BD07,Høje-Taastrup
202010,P,-1,-365.48,A10BK01,Varde
202010,P,24,267.84,A10BB12,Aabenraa
202010,P,53,15266.12,A10AE04,Tønder
202010,P,9,1395.0,A10BB01,Aarhus
202010,P,1,1129.99,A10BK01,Brønderslev
202010,P,47,33752.71,A10BJ06,Aarhus
202010,P,3,33.48,A10BB12,Ærø
202010,P,5,1329.29,A10AB05,Haderslev
202010,P,15,3901.35,A10AB05,Kalundborg
202010,P,5,1579.9,A10BK01,Egedal
202010,P,-5,-4148.95,A10BD15,Esbjerg
202010,P,5,1882.45,A10AE04,Høje-Taastrup
202010,P,6,991.2,A10AB05,Gribskov
202010,P,12,2120.88,A10AB05,Sønderborg
202010,P,63,16707.6,A10AC01,Randers
202010,P,1,347.12,A10BK03,Frederiksberg
202010,P,2,543.08,A10AC01,Fredensborg
202010,P,14,4748.8,A10AE04,Billund
202010,P,1,702.0,A10BD08,Odense
202010,P,12,8442.78,A10BJ06,Faxe
202010,P,1,376.49,A10AE04,Herning
202010,P,3,3009.84,A10BK03,Odsherred
202010,P,30,5302.2,A10AB05,Herning
202010,P,16,16510.0,A10BK01,København
202010,P,1,538.41,A10BH01,Holbæk
202010,P,7,6576.64,A10BH01,Syddjurs
202010,P,7,2363.34,A10AB05,Middelfart
202010,P,3,4626.0,A10BJ02,Ringsted
202010,S,10,410.0,A10BB12,Herlev
202010,P,5,1882.45,A10AE04,Frederikssund
202010,P,1,365.65,A10AE06,Struer
202010,P,18,13788.0,A10BJ06,Sønderborg
202010,P,10,6860.76,A10BD08,Esbjerg
202010,P,45,7379.6,A10AB05,Helsingør
202010,P,6,5603.43,A10BH05,Bornholm
202010,P,22,4884.0,A10BD08,Tønder
202010,P,22,7462.4,A10AE04,Skive
202010,P,12,9626.07,A10BD07,Tønder
202010,P,2,68.0,A10BB09,Helsingør
202010,P,-1,-536.92,A10BH01,Hillerød
202010,P,13,146.41,A10BB12,Svendborg
202010,P,4,1395.82,A10BD15,Svendborg
202010,P,5,5130.53,A10BD20,Ishøj
202010,P,5,208.25,A10BA02,Solrød
202010,P,3,963.0,A10BK01,Høje-Taastrup
202010,P,41,15668.15,A10AE05,København
202010,P,2,557.76,A10BD08,Hjørring
202010,P,2,618.34,A10BH05,Skanderborg
202010,P,19,18848.0,A10BD20,Ballerup
202010,P,16,5344.75,A10AE04,Kalundborg
202010,P,4,1112.0,A10BD08,Glostrup
202010,P,2,2248.6,A10BK01,Assens
202010,P,0,0.0,A10BD10,Kalundborg
202010,P,19,8916.32,A10AE06,Holbæk
202010,P,3,1096.95,A10AE06,Køge
202010,P,24,6366.64,A10AB05,Jammerbugt
202010,P,-2,-1457.9,A10BD08,Køge
202010,P,18,369.0,A10BA02,Hørsholm
202010,P,2,1526.0,A10BJ06,Thisted
202010,P,4,1376.0,A10BD20,Svendborg
202010,P,31,8149.33,A10AC01,Horsens
202010,P,-1,-1014.0,A10BD20,Fredericia
202010,P,5,1292.2,A10AB04,Faxe
202010,P,36,490.5,A10BA02,Vejle
202010,P,4,58.0,A10BB12,Odsherred
202010,P,-1,-219.91,A10BH04,Egedal
202010,P,7,6614.79,A10BK01,Lyngby-Taarbæk
202010,P,1,369.64,A10BD08,Gentofte
202010,P,30,5302.2,A10AB05,Kerteminde
202010,P,1,300.41,A10AE04,Svendborg
202010,P,-4,-1336.0,A10BH01,Aabenraa
202010,P,-1,-734.14,A10BD08,Egedal
202010,P,25,17900.81,A10BJ06,Mariagerfjord
202010,P,58,15381.6,A10AC01,Odense
202010,P,1,1122.99,A10BK01,Lolland
202010,P,2,1807.7,A10BD11,Silkeborg
202010,P,1,977.77,A10BD15,Guldborgsund
202010,P,23,23706.49,A10BK03,Herlev
202010,P,11,8426.0,A10BJ06,Solrød
202010,P,3,761.0,A10AB06,Halsnæs
202010,P,2,149.6,A10BB09,Bornholm
202010,P,5,3764.1,A10BJ02,Thisted
202010,P,1,996.81,A10BK02,Fredericia
202010,P,7,1554.0,A10BD08,Faaborg-Midtfyn
202010,P,0,0.0,A10BD07,Odense
202010,P,4,756.24,A10AB05,Helsingør
202010,P,27,27928.77,A10BK01,Frederikshavn
