YEAR_MONTH,SECTOR_CODE,VOLUME,VALUE,WHO_ATC_CODE,MUNICIPALITY,brick_nr
202006,P,1,354.53,A10BK03,Horsens,402
202006,P,29,28362.0,A10BH01,København,100
202006,P,1,732.0,A10BJ01,Herning,406
202006,P,5,1453.85,A10AD05,Hedensted,401
202006,P,114,32775.09,A10AB05,Vordingborg,207
202006,P,13,13498.16,A10BJ02,Holstebro,408
202006,P,-3,-59.4,A10BB12,Aabenraa,308
202006,P,2,476.62,A10BD07,Gentofte,109
202006,P,12,3307.32,A10AB05,Ringsted,205
202006,P,3,3078.03,A10BD20,Aabenraa,308
202006,P,22,13361.92,A10BJ06,Herning,406
202006,P,7,2398.69,A10BK03,Nyborg,302
202006,P,8,13088.72,A10BJ02,Assens,303
202004,P,5,8197.15,A10BJ02,Glostrup,106
202004,P,4,49.24,A10BA02,København,100
202005,P,9,6440.43,A10BJ06,København,100
202005,P,100,48006.0,A10AE04,Vejle,315
202004,P,2,1434.18,A10BH01,København,100
202004,P,60,18031.98,A10AB05,København,100
202004,P,2,2015.46,A10BD08,Næstved,206
202005,P,6,4801.36,A10BD07,Frederiksberg,105
202004,P,1,354.49,A10AB05,Frederikshavn,508
202005,P,-1,-443.5,A10BH01,Frederiksberg,105
202004,S,6,3390.0,A10AE06,Næstved,206
202004,P,1,1045.54,A10BD20,Esbjerg,313
202005,P,1,364.06,A10BK01,Ballerup,115
202005,P,10,2860.0,A10AD05,Silkeborg,405
202005,P,9,7304.95,A10BD08,Skive,409
202005,P,1,9.5,A10BA02,Svendborg,301
202005,P,5,1545.85,A10BH05,Kalundborg,203
202004,P,101,30443.23,A10AB05,Frederikshavn,508
202004,P,6,2073.78,A10BK03,Holstebro,408
202005,P,-1,-996.81,A10BK02,Frederiksberg,105
202005,P,1,153.18,A10BX02,Glostrup,106
202005,P,5,902.7,A10BX02,Tønder,309
202005,P,2,727.8,A10BB07,København,100
202004,P,6,992.82,A10AB05,Hillerød,111
202005,P,8,1320.16,A10AB05,Tønder,309
202005,P,9,2633.76,A10AB05,Skive,409
202004,P,34,15939.78,A10AE06,Hedensted,401
202005,P,-4,-1400.32,A10BK03,Næstved,206
202005,P,3,2030.42,A10BJ05,Middelfart,306
202005,P,-1,-1368.81,A10BD15,Hjørring,507
202005,P,2,815.82,A10BH02,Ringsted,205
202005,P,-1,-343.0,A10BG03,Lolland,209
202005,P,6,1517.76,A10BD07,Varde,314
202005,P,-3,-705.0,A10BD07,København,100
202005,P,2,1538.6,A10BH04,Esbjerg,313
202005,P,2,669.6,A10BK02,Kalundborg,203
202005,P,38,39801.2,A10BJ02,Horsens,402
202004,P,1,680.48,A10BH05,Randers,411
202005,P,109,51151.52,A10AE06,Frederikshavn,508
202005,P,10,7953.1,A10AE56,Assens,303
202005,P,13,8984.82,A10BJ02,Bornholm,101
202005,P,7,1993.88,A10BH01,Næstved,206
202005,P,4,2898.04,A10BD08,Holstebro,408
202005,P,6,1018.0,A10AB05,Hjørring,507
202005,P,19,18510.0,A10BH01,Ballerup,115
202005,P,27,324.0,A10BA02,Middelfart,306
202005,P,56,37755.65,A10BJ06,Hjørring,507
202005,P,22,5122.26,A10BD07,Glostrup,106
202005,P,8,2791.84,A10BK01,Roskilde,202
202005,P,52,15940.48,A10AB05,Roskilde,202
202005,P,-1,-13.0,A10BB12,Sønderborg,307
202005,P,3,5646.06,A10BJ02,Gentofte,109
202005,P,37,36398.0,A10BH01,Frederikshavn,508
202005,P,140,1470.0,A10BA02,København,100
202005,P,2,106.16,A10BB12,København,100
202005,P,-1,-861.0,A10BD07,København,100
202005,P,8,2610.48,A10AB05,Sønderborg,307
202005,P,2,699.52,A10BD20,Ballerup,115
202005,P,6,843.66,A10BB07,Esbjerg,313
202005,P,22,6316.0,A10AD05,Randers,411
202005,P,-5,-4300.95,A10BD08,Middelfart,306
202005,P,12,2819.28,A10BD07,København,100
202005,P,44,12673.76,A10AE04,Ballerup,115
202005,P,12,4165.2,A10BK03,Hillerød,111
202005,P,16,172.0,A10BA02,Nyborg,302
202005,P,9,14870.49,A10BJ02,Herning,406
202005,P,6,1728.24,A10AE04,Hillerød,111
202005,P,2,103.16,A10BB09,Tønder,309
202005,P,1,1004.76,A10BD08,Glostrup,106
202005,P,2,700.24,A10BK01,Nyborg,302
202005,P,20,6183.4,A10BH05,Næstved,206
202005,P,525,5512.5,A10BA02,Herning,406
202005,P,6,1764.42,A10AB05,Holstebro,408
202005,P,1,358.0,A10BK01,Hjørring,507
202005,P,6,1744.62,A10AD05,Næstved,206
202005,P,-2,-886.27,A10BH01,København,100
202005,P,-3,-780.0,A10AB06,Gentofte,109
202005,P,6,6228.0,A10BK03,Bornholm,101
202005,P,8,2897.8,A10AE04,Thisted,504
202005,P,32,9823.04,A10AB05,Kolding,312
202005,P,27,9396.02,A10BK03,Svendborg,301
202005,P,21,21864.57,A10BK03,Roskilde,202
202005,P,40,12278.8,A10AB05,Glostrup,106
202005,P,2,700.16,A10BK03,Holstebro,408
202005,P,2,1728.0,A10BJ05,Haderslev,311
202005,P,39,11233.56,A10AE04,Viborg,410
202005,P,17,15940.22,A10BH05,Frederiksberg,105
202005,P,1,307.82,A10BD15,Middelfart,306
202005,P,4,704.4,A10AB04,Roskilde,202
202005,P,5,1735.0,A10BD20,Hjørring,507
202005,P,7,2833.59,A10BH02,Randers,411
202005,P,19,6594.9,A10BK03,Frederikssund,114
202005,P,19,5483.4,A10AD05,Frederikssund,114
202005,P,37,13351.58,A10AE04,Nyborg,302
202005,P,1,12.0,A10BA02,Skive,409
202005,P,27,26510.0,A10BH01,Randers,411
202005,P,55,40484.0,A10BJ06,Tønder,309
202005,P,15,402.75,A10BB12,København,100
202005,P,17,4537.84,A10BD08,Frederikshavn,508
202005,P,0,0.0,A10BB12,Hørsholm,112
202005,P,1,340.44,A10BD08,Assens,303
202005,P,12,3213.36,A10AB01,Frederikshavn,508
202005,P,5,1568.2,A10AB04,Holstebro,408
202005,P,-1,-302.35,A10AD05,Sønderborg,307
202005,P,13,13977.6,A10BK01,Varde,314
202005,P,2,669.6,A10BK02,Hedensted,401
202005,P,1,15.5,A10BA02,Frederikssund,114
202005,P,14,168.0,A10BA02,Kalundborg,203
202005,P,2,604.7,A10AD05,København,100
202005,P,0,-109.56,A10BK01,Varde,314
202005,P,1,407.91,A10BH02,Tønder,309
202005,P,1,996.81,A10BK02,København,100
202005,P,0,0.0,A10BH01,Horsens,402
202005,P,2,627.28,A10AB04,Ballerup,115
202005,P,17,204.0,A10BA02,Viborg,410
202005,P,8,124.0,A10BA02,Assens,303
202005,P,12,5631.36,A10AE06,Glostrup,106
202005,P,2,500.28,A10BD07,Nyborg,302
202005,P,1,283.35,A10BD15,Svendborg,301
202005,P,0,-243.19,A10BD15,Silkeborg,405
202005,P,1,232.2,A10BD15,København,100
202005,P,1,789.75,A10BD07,Frederikssund,114
202005,P,0,0.0,A10AE06,København,100
202005,P,1,146.94,A10BX02,København,100
202005,P,1,75.8,A10BB09,Viborg,410
202005,P,1,262.59,A10BD08,Næstved,206
202005,P,1,325.8,A10AE04,København,100
202005,P,8,192.0,A10BA02,Nyborg,302
202005,P,1,817.18,A10BD08,Hedensted,401
202005,P,1,284.84,A10AB01,Kalundborg,203
202005,P,2,1609.16,A10BD07,Lolland,209
202005,P,12,169.0,A10BB12,Lolland,209
202005,P,0,0.0,A10BD15,Frederiksberg,105
202005,P,14,15038.27,A10BK01,Thisted,504
202005,P,7,2053.91,A10AD05,Frederiksberg,105
202005,P,17,7928.8,A10AE06,Glostrup,106
202005,P,6,299.3,A10BB12,Glostrup,106
202005,P,2,1580.0,A10BD08,Esbjerg,313
202005,S,26,12481.56,A10AE04,Kolding,312
202005,P,1,13.0,A10BB12,Gentofte,109
202005,P,1,239.66,A10AB01,Silkeborg,405
202005,P,-10,-3508.2,A10BK03,Hjørring,507
202005,P,2,510.36,A10AC01,Ringsted,205
202005,P,31,32178.0,A10BK03,Esbjerg,313
202005,P,1,789.75,A10BD07,Varde,314
202005,S,3,44.4,A10BB12,Roskilde,202
202005,P,3,1528.47,A10BH01,Helsingør,113
202005,P,20,833.0,A10BA02,Sønderborg,307
202005,P,2,26.0,A10BA02,Næstved,206
202005,P,-1,-1050.77,A10BK01,Silkeborg,405
202005,P,12,20808.48,A10BJ02,Vordingborg,207
202005,P,4,1249.08,A10AB05,Slagelse,204
202005,P,1,736.37,A10BJ01,Herning,406
202005,P,2,603.78,A10AD05,Hedensted,401
202005,P,2,815.27,A10BH02,Frederiksberg,105
202005,P,1,797.18,A10BD07,Hedensted,401
202005,P,2,505.92,A10BD07,Slagelse,204
202005,P,31,5419.11,A10AB05,Hørsholm,112
202005,P,2,606.74,A10AB04,Frederiksberg,105
202005,P,2,514.0,A10AB06,København,100
202005,P,1,1636.46,A10BJ02,Middelfart,306
202005,P,3,5227.2,A10BJ02,Lolland,209
202005,P,1,854.25,A10BH01,Næstved,206
202005,P,2,1949.68,A10BJ06,Nyborg,302
202005,P,-1,-363.9,A10BB07,Vejle,315
202005,P,2,1609.16,A10BD07,Kolding,312
202006,P,3,787.77,A10BD15,Hedensted,401
202005,P,4,4152.0,A10BK03,Helsingør,113
202005,P,1,803.0,A10BD07,Helsingør,113
202005,P,2,550.86,A10BD08,Roskilde,202
202006,P,6,5625.54,A10BH05,Frederikssund,114
202005,P,4,4063.56,A10BH03,København,100
202006,P,2,50.0,A10BA02,København,100
202006,P,4,3987.24,A10BK02,København,100
202006,P,8,5912.0,A10BD08,Næstved,206
202006,P,7,3941.91,A10AE06,Frederiksberg,105
202005,P,37,17363.36,A10AE06,Hillerød,111
202005,P,2,2084.4,A10BD20,Frederiksberg,105
202005,P,4,3899.36,A10BJ06,Herning,406
202006,P,14,3573.5,A10AB06,Slagelse,204
202006,P,24,9171.6,A10AE05,København,100
202006,P,9,3237.8,A10BH02,Randers,411
202005,P,3,2647.29,A10BD15,Hedensted,401
202006,P,1,124.92,A10BB12,Thisted,504
202006,P,4,1330.02,A10BK01,Kalundborg,203
202006,P,4,620.0,A10BB01,Næstved,206
202006,P,3,72.9,A10BB12,Middelfart,306
202006,P,8,2724.0,A10BK03,Hjørring,507
202005,P,17,5218.49,A10AB05,Kalundborg,203
202005,P,2,638.0,A10AB04,Frederiksberg,105
202006,P,4,4579.52,A10BD15,Sønderborg,307
202006,P,8,2263.0,A10BH01,Herning,406
202006,P,68,18209.04,A10AC01,Esbjerg,313
202006,P,6,4146.42,A10BJ02,København,100
202006,P,53,54937.68,A10BK03,Helsingør,113
202006,P,32,10537.91,A10BK01,Kolding,312
202006,P,8,2142.24,A10AC01,København,100
202006,P,9,3190.41,A10AB05,København,100
202006,P,92,63826.1,A10BJ06,København,100
202006,P,3,3101.04,A10BD20,Silkeborg,405
202005,P,-1,-302.35,A10AD05,Esbjerg,313
202006,P,-1,-351.0,A10BK01,Tønder,309
202006,P,1,37.1,A10BB12,Vejle,315
202005,P,2,514.0,A10AB06,Glostrup,106
202005,P,7,147.0,A10BB12,Kalundborg,203
202006,P,4,1361.76,A10AE06,Esbjerg,313
202005,P,0,0.0,A10BJ06,Gentofte,109
202005,P,2,653.7,A10AE04,Slagelse,204
202005,P,16,12624.16,A10AE56,Aabenraa,308
202005,P,90,27328.64,A10AB05,København,100
202005,P,100,36113.12,A10AE04,Svendborg,301
202005,P,-3,-1742.73,A10BH01,Esbjerg,313
202005,P,7,4272.24,A10BJ06,Esbjerg,313
202005,P,1,175.11,A10AB05,København,100
202005,P,10,10344.2,A10BK03,Kalundborg,203
202005,P,8,2483.7,A10AB05,Hedensted,401
202005,P,4,1107.04,A10AC01,Ringsted,205
202005,P,11,10762.0,A10BH01,Svendborg,301
202005,P,-3,-1045.8,A10BK01,Frederikshavn,508
202005,P,0,0.0,A10BA02,Sønderborg,307
202005,P,1,1049.99,A10BH05,København,100
202005,P,1,152.46,A10AB05,Haderslev,311
202005,P,64,11253.92,A10AB05,Aabenraa,308
202005,P,0,-37.81,A10BD15,Hillerød,111
202005,P,-3,-3196.68,A10BH03,Lolland,209
202005,P,1,378.44,A10AE06,Hjørring,507
202005,P,30,5302.2,A10AB05,Frederiksberg,105
202005,P,0,0.0,A10AE56,Haderslev,311
202005,P,9,2276.64,A10BD07,Kolding,312
202005,P,10,6560.0,A10BJ05,Silkeborg,405
202005,P,53,16386.01,A10BH05,Frederikshavn,508
202005,P,37,9853.1,A10AC01,Varde,314
202005,P,2,1820.0,A10BD08,Vejle,315
202005,P,3,1096.44,A10BK01,Viborg,410
202005,P,6,1409.64,A10BD07,Kolding,312
202005,P,858,11375.0,A10BA02,Vejle,315
202005,P,16,12802.08,A10BD07,Glostrup,106
202005,P,1,1038.87,A10BD20,Frederikssund,114
202005,P,2,669.6,A10BK02,Middelfart,306
202005,P,2,1514.26,A10BH01,Frederiksberg,105
202005,P,22,23639.87,A10BK01,Næstved,206
202005,P,11,2827.0,A10AB06,Sønderborg,307
202005,P,11,10758.77,A10BH01,Holstebro,408
202005,P,1,25.8,A10BB12,København,100
202005,P,54,16394.38,A10AB05,Tønder,309
202005,P,-1,-361.95,A10BK01,Viborg,410
202005,P,-1,-369.66,A10BD08,Thisted,504
202005,P,2,577.2,A10AD05,Middelfart,306
202005,P,1,114.74,A10AB01,Randers,411
202005,P,5,4930.0,A10BH01,Skive,409
202005,P,31,11160.82,A10AE04,Assens,303
202005,P,16,16894.49,A10BK01,Svendborg,301
202005,P,3,44.0,A10BB12,Aabenraa,308
202005,P,1,886.0,A10AE56,Vordingborg,207
202005,P,2,1612.12,A10BD07,Nyborg,302
202005,P,-2,-80.0,A10BB12,Silkeborg,405
202005,P,1,1144.15,A10BK01,København,100
202005,P,-1,-178.0,A10AB05,Lolland,209
202005,P,3,866.4,A10AB05,Helsingør,113
202005,P,-2,-1085.7,A10BH01,København,100
202005,P,3,925.31,A10AB04,København,100
202005,P,29,22002.0,A10BJ06,Skive,409
202005,P,15,360.0,A10BA02,Assens,303
202005,P,9,4223.52,A10AE06,Horsens,402
202006,P,8,9152.64,A10BK01,Randers,411
202006,P,3,3410.22,A10BD15,Kolding,312
202005,P,2,716.48,A10BD15,København,100
202005,P,4,3899.36,A10BJ06,København,100
202006,P,10,6073.6,A10BJ06,Frederikshavn,508
202006,P,8,2729.52,A10BK01,Frederikssund,114
202005,P,0,0.0,A10AE56,Slagelse,204
202005,P,1,307.82,A10BD15,Kalundborg,203
202005,P,2,560.0,A10AC01,Randers,411
202005,P,1,155.0,A10BB01,Gentofte,109
202006,P,4,3289.5,A10BD15,Aabenraa,308
202006,P,-1,-301.31,A10BD11,Ballerup,115
202005,P,1,849.0,A10BD07,København,100
202005,P,44,24777.72,A10AE06,København,100
202005,P,1,797.16,A10BH01,Sønderborg,307
202006,P,2,439.82,A10BH04,Hedensted,401
202006,P,10,2931.12,A10AB05,Roskilde,202
202005,P,3,861.18,A10AD05,Næstved,206
202006,P,13,2035.42,A10AB05,Varde,314
202005,P,6,2020.8,A10BJ03,Svendborg,301
202006,P,3,803.34,A10AC01,Frederikssund,114
202006,P,369,4493.37,A10BA02,København,100
202006,P,8,2379.28,A10AB05,Hedensted,401
202005,P,-2,-1085.7,A10BH01,Tønder,309
202006,P,45,7953.3,A10AB05,Vejle,315
202005,P,1,638.5,A10AD05,Hjørring,507
202006,P,6,249.9,A10BA02,Hørsholm,112
202006,P,3,375.0,A10BB09,Gentofte,109
202005,P,3,864.12,A10AE04,København,100
202006,P,20,22648.7,A10BK01,Næstved,206
202006,P,3,541.62,A10BX02,Sønderborg,307
202006,P,2,714.7,A10BH02,Ballerup,115
202005,P,1,1677.24,A10BJ02,Skive,409
202006,P,-1,-351.21,A10BH01,København,100
202006,P,-1,-1038.0,A10BK03,Frederiksberg,105
202006,P,2,31.0,A10BA02,Frederikssund,114
202006,P,-7,-2381.64,A10BK03,Middelfart,306
202006,P,6,970.56,A10AB05,København,100
202006,P,9,2782.53,A10BH05,Ringsted,205
202006,P,31,8301.18,A10AC01,Kolding,312
202005,P,1,1004.76,A10BD08,Aabenraa,308
202006,P,1,861.0,A10BD07,Kalundborg,203
202006,P,3,1008.3,A10BK03,København,100
202006,P,17,7977.76,A10AE06,København,100
202006,P,8,2173.42,A10AB05,København,100
202006,P,5,1407.25,A10AB05,Svendborg,301
202006,P,12,9420.0,A10BD07,Slagelse,204
202005,P,4,2639.03,A10BJ05,Lolland,209
202006,P,1,257.0,A10AB06,Ringsted,205
202006,P,10,3426.7,A10BK03,Frederikshavn,508
202006,P,0,0.0,A10BD24,Sønderborg,307
202006,P,2,68.0,A10BB09,Roskilde,202
202006,P,15,5732.25,A10AE05,Vordingborg,207
202005,P,116,80329.12,A10BJ06,Horsens,402
202006,P,15,5094.3,A10BK03,Aabenraa,308
202006,P,8,574.56,A10BA02,Hillerød,111
202005,P,-1,-88.0,A10BB09,Helsingør,113
202006,P,11,385.0,A10BB12,Frederiksberg,105
202006,P,1,296.16,A10AB05,Ringsted,205
202006,P,0,0.0,A10BJ06,Varde,314
202006,P,17,6496.55,A10AE05,Glostrup,106
202006,P,-2,-938.56,A10AE06,Silkeborg,405
202006,P,7,7272.09,A10BJ02,Frederikssund,114
202006,P,4,2252.52,A10AE06,Horsens,402
202006,P,7,2383.08,A10BH01,Helsingør,113
202005,P,-1,-939.52,A10BH05,Svendborg,301
202005,P,1,1144.88,A10BK01,Hjørring,507
202005,P,1,239.66,A10AB01,Herning,406
202006,P,-3,-120.0,A10BB12,Assens,303
202006,P,13,933.66,A10BA02,Gentofte,109
202006,P,6,4742.94,A10BD07,Kalundborg,203
202006,P,8,8123.15,A10BK03,Horsens,402
202006,P,7,2542.0,A10BK01,København,100
202006,P,35,24144.4,A10BJ06,Nyborg,302
202006,P,5,1659.96,A10BD08,København,100
202005,P,1,443.5,A10BH01,Frederikshavn,508
202005,P,25,8370.0,A10BK02,Viborg,410
202006,P,5,175.0,A10BB12,Esbjerg,313
202006,P,8,1870.76,A10BD07,Kalundborg,203
202006,P,51,35773.7,A10BJ06,Hjørring,507
202006,P,18,18695.22,A10BJ02,Sønderborg,307
202006,P,766,7311.8,A10BA02,Randers,411
202006,P,97,921.5,A10BA02,København,100
202006,P,1,333.36,A10BK01,København,100
202005,P,1,288.8,A10AB05,Thisted,504
202005,P,3,298.44,A10BB09,Randers,411
202006,P,50,675.0,A10BA02,Holstebro,408
202006,P,14,13692.0,A10BH01,Thisted,504
202006,P,85,58664.51,A10BJ06,Middelfart,306
202006,P,2,3441.96,A10BJ02,Varde,314
202006,P,-5,-5190.0,A10BK03,Middelfart,306
202006,P,7,7142.31,A10BK03,København,100
202006,P,-1,-469.28,A10AE06,Herning,406
202006,P,2,680.88,A10BH01,København,100
202006,P,93,65666.05,A10BJ06,Sønderborg,307
202006,P,6,4760.76,A10BD15,København,100
202006,P,25,7269.25,A10AD05,Lolland,209
202006,P,1,318.0,A10AE04,København,100
202006,P,1,219.91,A10BD13,Herning,406
202006,P,8,280.0,A10BB12,Viborg,410
202006,P,4,1364.76,A10BK03,København,100
202006,P,6,4511.64,A10BD08,Tønder,309
202006,P,0,-14.4,A10BB12,Vejle,315
202006,P,8,126.56,A10BB12,Næstved,206
202006,P,4,4066.43,A10BK03,Thisted,504
202006,P,125,3000.0,A10BA02,Hjørring,507
202006,P,4,1361.76,A10BH01,Næstved,206
202006,P,7,7340.2,A10BK01,Haderslev,311
202006,P,3,725.94,A10BD07,Roskilde,202
202006,P,8,2840.54,A10AD05,Holstebro,408
202006,P,-3,-3234.48,A10BK01,Frederikshavn,508
202006,P,1,125.0,A10BB09,Randers,411
202006,P,1,930.0,A10BH01,København,100
202006,P,3,81.0,A10BB12,København,100
202006,P,4,4088.58,A10BD20,Hjørring,507
202006,P,33,23113.5,A10BJ06,Hedensted,401
202006,P,1,306.57,A10BH01,Ballerup,115
202006,P,43,7599.82,A10AB05,Roskilde,202
202006,P,2,519.48,A10BD08,Helsingør,113
202006,P,22,7427.64,A10AB05,Gentofte,109
202006,P,7,2635.43,A10AE04,Randers,411
202006,P,81,83961.36,A10BK03,København,100
202006,P,8,4858.88,A10BJ06,Haderslev,311
202006,P,8,1896.72,A10BD07,Thisted,504
202006,P,2,752.98,A10AE04,Hedensted,401
202006,P,-1,-718.0,A10BH01,Assens,303
202006,P,8,4608.64,A10AE04,Skive,409
202006,P,4,7528.08,A10BJ02,Roskilde,202
202006,P,5,5663.2,A10BK01,Kolding,312
202006,P,1,1035.0,A10BD20,Helsingør,113
202006,P,2,594.58,A10AC01,Varde,314
202006,P,4,1209.4,A10AD05,Hillerød,111
202006,P,1,75.8,A10BB09,Lolland,209
202006,P,16,11058.24,A10BJ02,Glostrup,106
202006,P,-3,-1053.63,A10BH01,Haderslev,311
202006,P,14,13692.0,A10BH01,København,100
202006,P,1,276.76,A10AC01,København,100
202006,P,9,5490.72,A10AD05,Haderslev,311
202006,P,7,6852.39,A10BK01,Ballerup,115
202006,P,3,1025.73,A10BD20,Ballerup,115
202006,P,2,504.66,A10BD08,Gentofte,109
202006,P,12,4117.04,A10BK03,Kalundborg,203
202006,P,84,24195.36,A10AE04,Esbjerg,313
202006,P,43,7383.31,A10AB05,Vordingborg,207
202006,P,2,708.98,A10AB05,Frederikssund,114
202006,P,2,1296.28,A10BJ05,Hedensted,401
202006,P,4,112.0,A10BB12,Middelfart,306
202006,P,1,978.07,A10BH01,Lolland,209
202006,P,41,492.0,A10BA02,Roskilde,202
202006,P,2,242.0,A10BB09,Bornholm,101
202006,P,2,1772.0,A10AE56,Holstebro,408
202006,P,18,6168.06,A10BK03,Randers,411
202006,P,55,9446.46,A10AB05,Haderslev,311
202006,P,0,-16.74,A10BD07,Roskilde,202
202006,P,-1,-344.89,A10BK01,Haderslev,311
202101,P,67,23121.52,A10BK03,Glostrup,106
202101,P,9,2966.93,A10AE04,Hørsholm,112
202101,P,1,469.28,A10AE06,København,100
202101,P,1,886.88,A10BH05,Assens,303
202101,P,12,10468.2,A10AE06,Esbjerg,313
202101,P,1,113.54,A10AC01,Aabenraa,308
202101,P,31,8757.5,A10AB05,Hjørring,507
202101,P,2,671.6,A10BD20,Vejle,315
202101,P,24,10433.78,A10AE06,Roskilde,202
202101,P,-2,-70.0,A10BB12,Svendborg,301
202101,P,137,115458.55,A10BJ06,Assens,303
202101,P,63,10451.07,A10AB05,Haderslev,311
202101,P,7,147.0,A10BA02,København,100
202101,P,4,1274.26,A10BD20,Vordingborg,207
202102,P,10,9330.68,A10BH05,Frederiksberg,105
202102,P,2,100.0,A10AD05,Bornholm,101
202101,P,11,366.0,A10BB12,Holstebro,408
202102,P,31,7893.58,A10AC01,Frederiksberg,105
202102,P,15,6480.0,A10AE06,Bornholm,101
202102,P,-1,-520.0,A10BH01,København,100
202101,P,1,497.63,A10BB07,Vordingborg,207
202102,P,30,615.0,A10BA02,Frederikshavn,508
202101,P,3,2896.17,A10BK01,Glostrup,106
202101,P,1,312.15,A10AE04,Gentofte,109
202102,P,2,1150.42,A10AE04,Esbjerg,313
202102,P,7,6055.0,A10BJ05,Sønderborg,307
202102,P,39,13283.12,A10BK01,Tønder,309
202102,P,1,195.0,A10BD08,København,100
202102,P,9,3959.54,A10AE06,Ringsted,205
202102,P,60,948.15,A10BA02,Næstved,206
202102,P,1,29.0,A10BB12,Skive,409
202101,P,9,2478.87,A10BD08,Haderslev,311
202102,P,4,64.8,A10BA02,Horsens,402
202102,P,15,4637.55,A10BH05,Vordingborg,207
202102,P,17,708.05,A10BA02,Ballerup,115
202102,P,-1,-29.0,A10BB09,København,100
202102,P,3,3411.0,A10BK01,Gentofte,109
202102,P,5,1215.0,A10AB05,Svendborg,301
202102,P,1,254.0,A10BD07,Hillerød,111
202102,P,50,23450.0,A10AE06,Vordingborg,207
202102,P,28,7251.19,A10AD05,København,100
202102,P,1,836.46,A10BD07,Middelfart,306
202101,P,1,765.0,A10BJ06,Roskilde,202
202101,P,2,623.06,A10AE04,Frederikssund,114
202102,P,15,4637.55,A10BH05,Frederikssund,114
202102,P,4,1747.9,A10AE06,Gentofte,109
202102,P,42,20162.52,A10AE04,Svendborg,301
202102,P,1,683.0,A10BJ01,Tønder,309
202102,P,5,3825.0,A10BJ06,Holstebro,408
202102,P,9,3173.98,A10BK01,Randers,411
202102,P,13,4019.21,A10BH05,Herning,406
202102,P,3,1129.47,A10AE04,Esbjerg,313
202102,P,14,3551.47,A10AC01,Skive,409
202102,P,6,4294.02,A10BJ02,Lolland,209
202102,P,1,286.38,A10BH01,Viborg,410
202102,P,0,-1.05,A10AB06,Frederiksberg,105
202102,P,3,937.2,A10BD20,Assens,303
202102,P,1,1734.86,A10BJ02,Slagelse,204
202102,P,3,1048.02,A10BD15,Skive,409
202102,P,-1,-1107.33,A10BH03,København,100
202102,P,4,1372.0,A10BD20,Sønderborg,307
202102,P,1,28.7,A10BB12,Hørsholm,112
202102,P,2,572.76,A10BH01,København,100
202102,P,1,671.8,A10BD08,Vordingborg,207
202102,P,6,4577.2,A10BD07,Hørsholm,112
202102,P,6,4932.0,A10BJ05,Helsingør,113
202102,P,2,440.0,A10AD05,Slagelse,204
202102,P,7,5355.54,A10AE56,Skive,409
202102,P,7,6913.97,A10BK03,Helsingør,113
202102,P,-1,-465.75,A10AE06,Sønderborg,307
202102,P,2,1807.7,A10BD11,København,100
202102,P,20,5083.02,A10AC01,Kolding,312
202102,S,6,1718.0,A10BH01,Kolding,312
202102,P,2,574.0,A10BH01,Esbjerg,313
202102,P,-2,-1700.0,A10BD07,København,100
202102,P,5,1203.0,A10AB05,Lolland,209
202102,P,46,47412.89,A10BK03,Aabenraa,308
202102,P,2,32.4,A10BA02,Hørsholm,112
202102,P,4,1916.0,A10AE04,Hjørring,507
202102,P,17,7977.76,A10AE06,Svendborg,301
202102,P,12,4014.0,A10BK01,Varde,314
202102,P,1,1067.28,A10BD15,Herning,406
202102,P,-5,-4054.08,A10BD07,Sønderborg,307
202102,P,11,280.5,A10BA02,Roskilde,202
202102,P,4,4406.0,A10BD08,København,100
202102,P,2,658.5,A10BD20,Vordingborg,207
202102,P,19,4560.0,A10BD07,Næstved,206
202102,P,45,36271.3,A10BJ06,Hillerød,111
202102,P,9,8781.12,A10BK03,Roskilde,202
202102,P,20,324.0,A10BA02,Ringsted,205
202102,P,6,5849.04,A10BJ06,Middelfart,306
202102,P,-3,-2895.0,A10BD20,Holstebro,408
202102,P,9,5858.43,A10BJ06,Tønder,309
202102,P,7,5355.0,A10BJ06,Hedensted,401
202102,P,1,230.94,A10AB01,København,100
202102,P,6,4294.02,A10BJ02,Bornholm,101
202102,P,7,7369.53,A10BK01,Helsingør,113
202102,P,1,382.15,A10AE05,Hjørring,507
202102,P,2,1467.92,A10BJ02,Ringsted,205
202102,P,1,996.81,A10BK02,Hjørring,507
202102,P,3,3137.1,A10BJ02,Herning,406
202102,P,1,766.0,A10BJ06,Vejle,315
202102,P,1,865.0,A10BJ05,København,100
202102,P,7,6750.24,A10BK01,Kalundborg,203
202102,P,24,8035.2,A10BK02,Esbjerg,313
202102,P,-1,-1076.0,A10BD15,Randers,411
202102,P,2,495.42,A10BD07,Skive,409
202102,P,7,5357.0,A10BJ06,Helsingør,113
202102,P,1,367.88,A10AD05,København,100
202102,P,4,3016.0,A10BJ02,København,100
202102,P,2,478.0,A10AB05,Helsingør,113
202102,P,11,8415.0,A10BJ06,Esbjerg,313
202102,P,3,3154.29,A10BJ02,Varde,314
202102,P,118,103648.18,A10BJ06,Ringsted,205
202102,P,1,15.5,A10BA02,Horsens,402
202102,P,3,930.51,A10AE04,Næstved,206
202102,P,3,729.0,A10AB05,Frederikssund,114
202102,P,-6,-2052.0,A10BH01,Lolland,209
202102,P,1,33.9,A10BB12,Sønderborg,307
